videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,1577,1577,3420,2393,2061,3259,5817,2393,2492,5500,1983,2447,3218,2404,2447,4432,2404,2625,2899,2983
01HmDgRX,2655,5326,2655,5783,2937,3430,2287,2937,4827,2789,5783,5672,2789,5137,3134,2352,1746,484,1339,1990
01MDIjwg,1937,5606,210,390,5524,3583,1404,1454,210,3483,4646,791,1591,2351,1937,1454,4910,4496,571,4469
02Dnm154,2996,2996,4209,2009,2271,1227,5701,4483,272,87,1580,4847,2418,5530,3439,5701,4778,4778,1351,3324
02I1exYc,2737,2501,2737,1167,2544,4269,3571,2926,2053,1158,1158,3969,5491,807,917,4693,5538,757,98,130
02J5ABU1,4693,1744,4861,3288,3948,4573,2361,5391,2938,2899,4605,1647,4238,2565,2532,4258,2717,3882,5465,1436
02nzMLRu,5562,212,462,5411,3464,2517,2267,439,3218,3281,811,33,3999,5856,2834,3598,5691,5146,5351,3999
03JDeH1Y,4263,4263,10,4714,4782,2828,36,5845,2410,4408,3408,4290,41,3656,4627,3855,1792,4439,409,5718
03iWqftg,2344,1112,2393,1112,5099,3067,4658,1030,3067,850,1113,850,1113,2658,4131,5297,2393,38,38,1551
03trKEHD,15,3422,2671,888,394,5821,1515,2665,1977,5084,1748,1459,2938,5575,3184,4986,1193,2933,4031,288
04Bz1rtE,3713,3713,2968,979,5541,4746,1243,2009,2572,2968,2572,2615,979,4038,771,272,728,1719,3213,2010
04f6m3BF,685,2962,3140,2827,2921,4206,1731,688,2962,3347,3993,1207,2405,3347,4220,4447,2327,741,4447,5796
04v6H7X9,1359,5282,1359,2801,2862,5204,4127,3438,5665,4267,4971,4424,618,2414,5035,1634,4239,2367,4316,4413
056nP9o7,4563,5845,5477,1381,4563,683,879,4736,2139,399,2676,470,4379,1057,1381,3652,5317,702,819,4711
05E2iJoG,2179,2179,5340,5483,4564,1364,4935,473,906,4564,2381,2202,4102,298,5378,1920,3846,1262,3903,2680
05lMWEKB,927,3500,5226,5226,4803,3084,2886,927,985,2168,4479,1015,5981,4889,4479,5454,2333,2886,2115,5766
05xeuoSX,3470,3470,527,5136,5876,527,2415,4310,3488,2021,2843,5338,3863,896,1757,4782,4105,792,5107,1386
06UxtWqT,1780,4092,3537,647,2043,4885,775,1573,1749,457,4613,5621,4226,740,4785,457,5468,5055,4720,4226
06gZx83y,4660,3230,8,4725,5991,8,2253,5991,4660,2253,383,5256,3189,2371,2722,1234,2142,4936,3759,104
07LhF2BP,1835,4881,4128,5689,4881,3603,5193,2844,4128,1869,2090,5004,5229,5193,834,465,1835,3298,3242,834
07SwazrD,2050,5186,2943,5782,5186,5489,5714,4791,2050,3922,332,4340,1520,1816,1598,1828,5489,3520,1598,2514
07qf5K8H,4665,2595,3117,637,5441,3631,2042,3500,1644,5467,5972,2388,2878,459,2014,4669,373,4838,5467,2042
08ErV6Xg,3115,3115,2356,121,1392,4191,1285,3386,5919,3497,18,3386,4392,5077,3016,3795,4125,3497,5646,2006
08JsCOaT,3402,636,3288,3979,2315,2447,5173,3296,2447,739,1337,3187,5173,304,4920,204,204,198,636,5037
08sTc3wn,4871,3152,3842,3978,3820,4443,3031,5274,5973,1568,378,431,2215,5973,431,2569,2613,2908,2995,4765
