videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,1577,1577,3420,2393,2393,2492,5817,2625,1983,2061,2802,5431,2118,5393,2447,4432,5500,4123,3420,544
01HmDgRX,2655,2655,5783,2937,5326,5783,3134,3430,4827,2287,2937,5672,2352,1746,2800,1990,1339,2789,2789,1492
01MDIjwg,1937,5606,210,2351,1454,791,390,636,210,3583,1371,2458,1404,1591,1089,1560,1937,5524,4910,1454
02Dnm154,2996,4209,2996,2009,1351,2418,5701,272,5530,4847,4778,4165,4483,4778,1227,5415,1856,87,454,3047
02I1exYc,2737,2501,1167,5491,2737,422,2926,3571,1158,547,4269,3288,1536,917,2544,1536,633,3568,757,3969
02J5ABU1,1744,4693,5391,3288,2938,2899,3948,4109,3777,2532,822,1436,4861,1459,2938,3883,1421,2899,4573,507
02nzMLRu,5562,3464,5856,2517,5411,212,3807,725,3999,3281,3999,439,3598,3218,5691,462,811,194,5562,2834
03JDeH1Y,4263,4263,5845,4627,1933,1933,4408,2828,36,2410,4714,10,914,3408,4290,3855,4090,41,4782,409
03iWqftg,2344,1112,1112,2393,4658,3067,3067,5099,1030,850,850,2404,1113,1551,5297,5297,2881,3322,5878,38
03trKEHD,15,2938,2665,1977,2671,4986,888,3210,1748,5084,5723,5821,3422,1881,394,1999,4300,460,3252,1844
04Bz1rtE,3713,2968,3713,979,5541,979,4746,771,728,2572,2010,2968,5496,1243,272,2009,915,1237,516,3078
04f6m3BF,3347,3347,2962,2921,2827,685,4447,3140,1731,5796,2405,1207,3303,2906,4206,1212,91,688,3668,2327
04v6H7X9,1359,5282,4127,2801,1359,4971,5204,5035,3438,5665,4267,2862,618,4424,4316,2414,1634,2367,5688,4558
056nP9o7,4563,5477,2139,4563,1381,5845,1057,4736,879,859,4379,3445,683,5845,1138,470,702,3799,4887,1381
05E2iJoG,2179,2179,5340,4564,4564,906,473,4935,1364,298,4102,4062,5483,2202,2608,4330,5378,3526,5970,3624
05lMWEKB,927,3500,5226,927,5226,4803,2886,2115,3084,4479,2333,2878,2168,5454,1015,4233,1934,4479,5981,3084
05xeuoSX,3470,5136,3470,527,5876,2021,2415,4310,4497,1386,3488,5107,5275,4969,4969,3863,4782,4105,2858,5334
06UxtWqT,1780,4092,647,3537,4226,2254,457,1749,5055,2043,4613,4885,457,4226,1507,5621,4749,740,495,1216
06gZx83y,3230,4725,8,8,4660,5991,4660,5991,3759,5613,383,3189,180,2142,5256,2561,1340,2722,74,3006
07LhF2BP,1835,4881,3603,2844,5689,4881,4128,5229,4128,2090,5004,5193,1869,834,5193,834,5139,3242,465,1662
07SwazrD,2050,2050,5186,332,1816,3922,2943,1709,5782,5714,5489,3368,4340,1709,905,5174,4791,5489,5186,2180
