videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,1577,1577,3776,4123,4658,3259,4861,3067,2802,2532,2393,4131,5341,3259,3990,1878,1112,5393,5431,2133
01HmDgRX,2937,3134,5783,5326,4827,2655,5783,3899,2352,5672,2947,2287,3151,3430,4649,1974,1592,1451,2655,3459
01MDIjwg,5606,390,3881,1089,1937,1409,1372,2762,4051,2717,2805,5954,1371,56,1531,3975,1764,2099,1531,2040
02Dnm154,5530,489,2445,5029,5701,185,872,454,836,836,272,4778,968,2256,2965,5195,4691,5303,2550,3942
02I1exYc,2501,1485,678,5445,5431,2737,5809,2685,678,1158,3571,4109,2926,773,1169,2035,4774,5966,3531,2925
02J5ABU1,2916,1740,5431,1991,3975,5738,2393,5162,807,785,703,2393,4683,5754,5094,3453,5705,1577,4391,788
02nzMLRu,3218,5279,5860,5562,5039,2517,4224,3207,2935,3598,212,194,114,5443,5617,1170,465,622,538,4692
03JDeH1Y,4782,4263,4263,4782,391,2828,3142,1760,271,3590,4497,879,4627,3096,891,3142,3959,3285,10,409
03iWqftg,1112,4131,4658,2881,2344,2983,1030,1272,5099,1551,3067,2135,5589,5137,5080,4824,3101,2393,954,98
03trKEHD,1186,3210,1512,3422,1883,4624,3379,2982,838,1167,2665,2665,1126,3320,5821,360,1977,4300,4797,180
04Bz1rtE,2968,3713,1567,2009,979,516,1243,2968,4746,2474,3713,728,1700,4038,3213,3489,1719,3706,3950,4691
04f6m3BF,2700,2921,1731,3347,2962,2642,2296,4472,2906,5446,142,4206,3235,4224,4245,2827,624,2405,5636,3140
04v6H7X9,4316,4971,4127,5204,2862,1359,4267,912,1359,2622,1573,2801,1553,2537,5665,1912,4971,3438,2471,5282
056nP9o7,5845,4563,683,5477,4736,399,4711,5334,4344,2005,3303,2022,5477,879,4563,4007,1381,965,1704,3122
05E2iJoG,2179,906,4935,510,3282,5340,298,5378,473,1623,958,5094,4564,1820,1455,1872,3260,473,152,5376
05lMWEKB,3500,927,4243,1307,2878,5766,1079,4665,2168,5226,5467,4803,3699,2333,5767,3325,2125,4415,2358,3325
05xeuoSX,3470,3488,4136,4524,4136,1757,2021,4691,5889,389,5107,1504,5334,2251,5275,2464,5448,4492,2776,5311
06UxtWqT,1571,4309,1632,1780,5055,4610,3556,5492,2622,4092,3051,2107,4226,1730,4720,2119,1573,2104,3068,796
06gZx83y,74,3189,5991,3070,4113,1316,3230,1124,743,180,3206,5597,4761,1763,5803,5838,2911,5991,4172,4679
07LhF2BP,5139,1835,5229,1509,5193,3603,2550,1869,5139,3242,4224,834,465,4881,4104,2414,538,4361,935,976
07SwazrD,1709,4340,5782,1584,1859,4513,1584,1828,2706,2050,121,2931,433,5186,2943,2861,2041,5859,1412,5174
07qf5K8H,2595,690,3174,5049,5585,1367,985,197,1204,4665,4776,1610,5460,3571,3803,3730,2279,3157,4079,2125
08ErV6Xg,3115,1886,3115,1509,5646,5947,1392,1062,414,976,3016,1496,4477,5541,122,3398,3386,3497,4125,4036
08JsCOaT,3402,5513,230,1313,3695,3035,88,4459,1753,4690,3453,4441,3717,3365,3701,3962,3667,548,43,1975
08sTc3wn,4871,3820,5274,2087,576,2908,3152,5274,2792,4765,5821,2665,3477,2807,3458,3842,378,2409,2995,4269
09CoMjl3,2928,2928,5947,5371,3078,5717,5371,3761,3373,3078,5649,3762,4763,1392,1390,3886,3430,3016,448,1583
