videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,3420,3667,2532,4289,4770,1577,3883,4811,654,3420,5604,2625,5651,5295,2945,5839,1918,3963,2749,3707
01HmDgRX,5367,1492,5409,2875,2352,2655,1645,1571,2655,5783,1839,58,5152,5437,2721,4192,942,4809,1487,3961
01MDIjwg,5875,5235,2919,3483,3296,4258,3162,4194,5119,1404,1130,4854,3627,4258,818,5167,4120,4965,674,1937
02Dnm154,1856,3073,5550,4618,5149,2269,2929,5072,4435,9,910,4778,2550,46,23,2829,4026,4209,1051,3011
02I1exYc,1158,4942,4197,4436,1978,2879,5854,5154,5798,2682,4085,1550,5850,131,4652,3918,5433,1107,4951,2464
02J5ABU1,69,3786,5516,604,2083,5037,245,4492,5411,4944,123,3638,2399,5259,3007,3987,4593,3641,739,5147
02nzMLRu,2838,3015,2737,212,4677,447,423,4700,2183,2534,3807,1993,5296,2944,5185,3281,33,476,5060,2120
03JDeH1Y,5650,3142,1162,4776,4520,5782,2725,914,4305,4452,3885,5921,4756,270,2415,2576,5807,2147,5953,2709
03iWqftg,4564,3067,4391,1551,4773,5906,578,499,4408,4770,3265,1743,3192,4770,3778,1030,2767,5186,1933,5401
03trKEHD,3537,3627,1384,3146,1329,3842,1565,5374,1999,222,1295,1328,5005,5322,2640,3579,1596,4824,4120,2895
04Bz1rtE,772,1585,3704,3387,1733,4764,1684,3,4957,168,2446,2905,1186,3105,3713,496,1683,1700,207,3044
04f6m3BF,2827,476,4486,632,4730,1596,4517,3513,4176,3560,4654,2190,5130,1771,4866,568,1295,5583,3915,1066
04v6H7X9,1359,2801,4239,5665,1553,2622,1891,5204,3627,1553,1632,4558,2105,899,4971,2537,5583,3559,3616,2940
056nP9o7,2725,4659,470,829,5698,36,558,1030,2246,616,2840,4638,3122,5456,2272,3165,168,3075,4534,4089
05E2iJoG,3695,5953,4800,3713,2993,3643,3555,2000,4720,3136,2179,702,3106,2728,4783,5865,1872,2706,180,5479
05lMWEKB,927,3500,5766,4803,5226,4650,5438,4890,357,3631,4889,3325,5226,4894,4257,141,3699,1286,5454,1934
05xeuoSX,4497,3863,2528,4953,1587,1757,1561,1757,3357,3012,3756,1096,2592,3059,5552,1887,5845,4524,5741,5498
06UxtWqT,1780,4469,457,5145,1999,5880,4849,5055,1424,2119,222,3124,4610,5152,457,4785,1728,535,3525,5750
06gZx83y,5991,717,3378,5636,1646,81,5831,5770,1010,2461,849,5179,4285,4147,5487,3200,4952,1965,1271,1268
07LhF2BP,4128,2666,3853,1378,52,5035,4463,316,5945,1546,5385,1434,2060,194,4959,2476,1103,3522,2829,4860
07SwazrD,1332,2914,4323,2546,3643,1581,3830,3713,146,4720,2245,1480,3840,2973,3512,1137,5476,1969,75,2067
07qf5K8H,125,4875,24,1486,4650,1376,3009,2563,847,1851,1975,3867,2563,1070,1768,3717,1118,2768,2557,4571
08ErV6Xg,4415,3795,5919,5987,1418,1704,5292,1412,223,5791,1394,2809,914,4500,3093,5919,5360,1808,1394,3495
08JsCOaT,811,3700,989,230,3894,5413,3035,2994,3867,2983,4792,2654,198,3517,3720,204,4737,2275,4690,1810
08sTc3wn,2215,4215,2665,431,2606,378,524,1482,1568,1892,2920,576,351,3903,2215,3152,1044,1083,5681,2920
09CoMjl3,4545,3373,2928,2336,5652,5853,1420,5015,92,4351,5947,3787,4027,4392,4392,3787,3877,3595,4713,625
09ofrKBW,3084,4665,3793,1286,2168,4460,1915,2892,5161,674,596,5005,1307,3857,4466,5830,5456,2266,75,2878
0AXQeD8I,12,1021,5060,36,391,5622,260,2066,2309,2096,1743,2573,3155,2525,5166,2656,2966,2311,5026,1843
0BHSGQDa,4625,1867,1752,4769,2143,5066,2143,1631,5292,1221,2355,3368,3549,2212,3314,1443,4851,4989,5994,5682
0BaDgyY2,4724,2180,3899,5869,1422,1338,4086,1592,3339,5827,3339,1599,1055,58,408,1479,3068,1189,1454,2180
0Bi8sx1W,5798,4085,4766,2259,24,1918,659,1778,4197,4441,5770,1251,5170,1711,1745,3812,1699,5197,5154,5133
0BkN9sC8,4781,3171,1883,4047,4509,509,3715,5289,5928,3729,2931,1420,4769,3338,5969,5849,35,3879,5814,5643
0BvjOb2g,1320,3189,4035,2122,866,874,1907,2765,3003,3973,1124,970,1388,4816,4201,3296,1516,830,1318,1977
0C4tJAmp,1033,1808,1602,4942,772,2876,1870,2278,5303,2955,3799,2787,735,2955,1208,3488,2246,4216,1587,744
0CNgmAMR,3666,3478,3221,4418,3639,911,3605,889,2781,188,4017,3084,4418,4058,280,528,3198,4256,1855,3858
0CVQESLj,2484,3474,1779,2025,3757,3154,1961,4704,1805,2805,3970,4126,1283,5486,377,5033,2694,5443,3240,3989
0Ch9Lprl,286,5378,3498,2728,5552,2187,2658,5361,5706,3158,4401,3407,1494,1182,1377,286,3254,1354,4179,3135
0Cmnfo2J,1765,2237,4500,5420,4549,4369,4713,4509,5415,2373,3297,521,2237,2322,3788,60,5987,5888,4424,3250
0DLlAba3,2014,1103,2428,141,687,3606,1546,2108,2666,3733,163,2125,1667,197,5046,1281,5124,2168,1707,2741
0EBmJ3kG,3101,2093,2453,1778,5241,4950,4725,24,5921,3867,5223,3717,5133,518,2931,3700,4217,2983,5142,3561
0ELx4hGY,4951,75,1828,1550,4335,5542,559,3009,4257,1030,964,5781,5854,2130,528,4436,4073,2014,4823,1483
0ENa2zHR,3145,1867,930,4448,3145,1334,4215,4610,4851,469,5643,905,2670,1631,5066,1979,5964,5964,371,4101
0Ef4I5tj,4000,5476,5967,4488,4533,1736,3527,3309,2155,186,2872,5476,2752,5904,1645,3713,5656,2302,3615,2898
0Eg8etIj,4542,3288,3831,4828,308,1622,3730,212,4768,5146,4946,1987,88,3777,1710,982,1694,2598,81,2518
0ExfP3rN,5054,4037,5247,1293,2827,4146,702,4186,4486,114,3909,349,1237,3428,996,1414,2953,2036,2827,4176
0F7Q9vA6,739,1666,5958,3229,2371,3162,4825,587,3866,3973,730,3413,4831,3406,2506,5819,3296,4029,3155,5358
0FCAe1WV,313,5005,1295,3627,5374,1596,4824,3033,1999,30,2104,5155,2103,2266,2833,3713,3579,1458,2000,1329
0GCbeMcB,164,3353,3518,4760,3546,3495,3456,4139,4022,1598,5001,1263,216,4340,1721,4773,4891,2797,961,5602
0GFk93zr,3764,408,654,2104,1978,513,3355,2675,5165,2106,1329,1137,1594,1332,4469,5854,1800,5123,375,3880
0GVFqNuf,3903,1388,780,1774,5154,935,3948,5508,72,310,2039,5979,2668,349,3227,1796,835,3935,4915,5388
0Gp5m82j,5197,711,3191,5913,5812,2415,3241,1271,2015,54,851,5448,4217,143,4355,2325,296,2625,4055,5729
0GpUxrL9,5505,384,3638,453,4118,545,622,265,878,4686,1410,924,2059,5526,2145,724,898,3243,4697,4892
0HVjONpZ,3225,1753,1705,162,2529,5425,5855,2080,5425,461,5582,4198,3262,489,2099,1484,1130,5167,5173,390
0Hb5ejA2,2414,2789,3243,975,805,2818,947,3135,1645,4127,1706,4197,3042,1706,1596,4743,4517,5232,4961,1857
0Hs9npUZ,2038,1762,5756,370,4710,1689,4338,256,4420,5575,1676,2984,2643,3923,5061,1762,1931,2409,4202,3267
0I8hAFSa,2309,4090,3408,4293,178,5160,688,1129,4497,4081,178,2096,4741,494,307,5169,3331,988,3617,527
0I9Y1lAG,725,5799,460,2335,4130,5604,247,2106,5037,1636,1024,1137,4719,4944,2441,2765,1259,1158,2104,3964
0IVPpCo2,1270,2344,5565,690,1382,1735,4852,2813,3668,1343,4843,5527,5646,2398,5127,840,663,1735,3656,630
0IpRGbry,2540,1210,545,4866,4646,4538,4039,3622,4396,3866,4821,1085,1149,5537,4255,2661,856,5192,2891,4844
0IxhmVDv,82,2579,4995,4760,5029,3812,4944,3465,3095,4374,3919,5608,3128,3900,1514,5792,5089,3512,5091,3298
0J2aSlNo,1730,1854,1581,2134,4192,5140,4560,3116,2000,2622,986,3678,4702,3438,4925,807,56,5137,3455,4331
0JBwlLg5,2681,1202,3806,4972,2278,187,4426,4097,3863,4574,2939,3672,898,2424,1998,702,831,2847,4687,1936
0JMdqGUN,5791,361,2873,4572,345,1387,4763,363,709,5788,732,5883,1936,5136,4929,3965,2112,1179,1547,1545
0JYWnkKv,252,3812,5365,1778,5089,1319,3561,5170,1348,5200,3352,5744,4470,1920,189,5812,3281,1629,2292,3942
0JepAxY1,4260,711,2253,4202,534,106,288,1960,2172,3624,2596,793,1126,3189,5248,3252,5080,2240,1863,1126
0JlSXE8R,1053,5956,2123,1456,1915,1286,2915,1754,4894,1053,1394,580,1370,4251,1644,2439,3699,931,4233,3773
0JydRAr2,3789,1622,1587,2120,393,5204,2060,672,3582,1345,685,2716,3244,2049,4356,1742,5347,753,5784,5945
0K4FsSV6,1694,4091,5088,4271,2900,1972,1006,1629,5247,3985,4492,884,3985,1364,5487,3362,2942,1545,5809,5972
0K5Jw9EH,2059,1510,5039,4821,5394,5688,2661,3566,3924,4646,5958,2196,643,4866,5995,162,1563,650,4390,5537
0KudRQXS,3570,5246,4915,2254,1465,2634,4590,1654,84,2460,665,5628,2276,349,2265,3313,3669,4810,3235,4723
0L2hgHfT,3245,854,4011,4011,2668,5628,3200,2384,5851,4057,698,3712,5528,471,3946,4868,2442,3014,5568,1268
0L53Ysuy,5142,5507,5782,1778,3142,5921,2406,5845,5650,4405,1163,1301,3826,24,5069,5399,4263,2427,5683,4513
0LCy3uBk,45,911,1079,1862,2768,2123,927,5161,1754,2886,2892,3500,2725,45,5864,5454,1370,1556,4889,3401
0LDAhfVG,797,4790,5165,3824,2545,805,4664,1418,3062,350,348,4278,5570,407,320,1189,2697,1974,295,4824
0LG8dogk,1755,2988,707,200,1762,2328,3579,1596,5005,3686,5869,4587,5481,591,1774,4154,3486,4824,2211,5155
0LKYpF1j,2692,1010,1961,5485,5797,5485,854,5544,1281,5770,586,3141,3674,4755,818,4011,153,377,3141,1010
0LutzN9Y,1492,2837,1559,2808,3233,3266,3108,5073,5532,2728,2505,5370,1492,2800,1339,3311,1900,3074,2889,1233
0MiyQcbH,4615,2849,336,2267,943,2494,3883,5146,4873,1824,5166,2616,4412,5238,510,72,4109,1444,835,3384
0MwRAidN,2717,959,4949,5535,3022,4982,1065,2517,1738,5266,5521,3602,93,440,4879,193,1987,4491,3200,3367
0N3Qy7HR,3933,4434,4433,5807,3921,1042,5845,271,5552,1108,5623,5378,116,5247,4972,2239,803,2239,2512,1347
0NFiohQA,4343,168,4659,3122,2045,2725,1142,2014,4942,3572,2246,5284,5698,4477,1550,526,2682,4411,859,1809
0NmFJkHC,4686,59,5666,2100,1026,3485,5254,2671,1654,5970,3989,2538,4214,4553,4982,5834,5592,2175,916,3488
0Nmdtnbq,5088,3854,5601,2345,2585,5442,4123,4478,3167,1181,3810,3166,271,5476,1272,2422,5378,136,5129,58
0OCSMusm,5791,3965,3892,3927,5422,2063,4437,5105,2623,1194,555,3827,3134,4471,3246,490,4894,5908,2822,2001
0OFwEG2X,447,1622,1655,2424,3300,2955,3628,4398,5379,5689,2464,4224,4828,3344,2257,34,1567,935,3918,2512
0OwpTanH,944,5545,4542,4144,1654,5586,623,2434,5126,1450,5097,192,2562,1189,2288,3178,2114,3714,4108,2016
0PWdfmoy,238,356,4438,1697,4073,3723,5606,4725,5748,3402,3857,3867,4789,4375,4560,3700,3420,2453,5656,4217
0PhYpmf5,1035,706,5247,2348,3,623,2083,5692,2114,2912,3975,3488,2708,5164,1109,387,1742,2009,4049,4464
0Q1HvoUY,739,156,1447,3987,5819,3641,676,4029,1742,296,2083,4542,2280,2980,3566,5120,5328,1963,5962,4339
0QTbly3G,1070,5163,981,617,5179,5844,2194,3191,4049,4142,3191,3320,4412,1268,1738,4030,5464,4172,1899,496
0Qm164n3,2397,719,3973,1972,5774,2226,1009,2693,4976,3200,59,1008,2397,4917,2332,3730,1268,884,4029,2306
0QvL9eJ6,1746,4856,723,2118,3246,2211,1957,2612,3151,1389,5930,1422,3319,110,4832,3074,4045,3274,4939,975
0R85vygh,5852,3188,1897,2072,4065,2619,139,5571,5543,3758,2869,3623,5593,2612,480,1764,24,2538,1365,1364
0RhToFAf,4290,2419,3059,2757,4807,5740,3756,5132,5332,2849,5456,4534,5370,1940,3625,1494,3769,4843,4515,5466
0RjDVWYp,1723,5491,4269,354,3307,799,2495,4694,1171,2104,1124,2141,4085,5186,2383,587,3187,1680,2616,5431
0RpEuTBo,3098,4004,1224,1742,5942,5535,4977,3256,2976,1920,1824,3206,3450,501,327,4609,1629,351,5755,5011
0S2kKPNp,5375,4949,3003,487,2956,4553,5375,3559,793,512,4962,1466,3535,3345,3025,970,1436,2221,4097,2279
0S8Wtrmn,348,2690,4186,718,3751,3351,4046,742,4397,1913,2011,278,2809,2996,2185,2650,3744,2704,452,5814
0SO59ceW,3917,3188,5651,2216,5811,5082,5781,2040,1783,2449,3282,5824,1294,3002,2740,1618,3072,79,1332,5260
0SbeHjK9,5049,3309,4201,3968,1584,1307,1488,5736,4499,5669,1504,4482,3127,168,4340,5806,72,951,1667,5287
0T6nkElQ,3443,1129,5132,1896,5616,1802,4515,4794,1080,919,5845,470,3567,1813,1737,171,4760,5199,1219,178
0TVfQZbD,5575,422,4071,3438,4973,779,4743,3268,5565,4300,5285,1174,5970,2000,2986,2015,2769,647,888,4246
0TnLdDml,2879,2951,3819,1843,5284,2512,5055,971,4197,5689,1621,1677,2464,2014,1803,3053,430,153,4659,1861
