videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,1577,1577,4123,2393,2393,5817,2492,765,1983,2061,2625,3963,1629,2802,1983,5970,1878,2532,3218,3259
01HmDgRX,2655,5326,2937,3430,2655,5783,2937,2287,2287,5783,3899,1339,5073,5672,3678,2352,3134,4582,4832,4293
01MDIjwg,5606,1937,3616,210,4496,390,1089,2919,2351,5524,5230,2733,4109,450,636,1937,210,5188,1454,2447
02Dnm154,5530,4847,2996,4209,4483,2418,5701,2009,316,1580,2996,1351,5701,5133,2271,5415,5550,2829,1567,2010
02I1exYc,2737,2501,5491,1158,4269,4268,2737,1158,5538,2899,98,2040,2035,2544,1313,547,678,5087,1167,422
02J5ABU1,2532,2899,4861,1368,663,1744,3948,1744,5391,2938,2938,5491,5799,3901,4693,1436,266,4605,1339,703
02nzMLRu,5562,217,3464,3807,212,5084,2935,3999,5146,5351,5411,2689,3896,5562,5351,641,2517,2618,5443,5279
03JDeH1Y,4263,4263,4714,10,4782,5845,3122,5718,470,1737,4497,5737,5355,4627,1737,3567,178,2410,914,3341
03iWqftg,1112,1112,2344,5099,850,2393,2983,2393,5297,3067,3067,38,814,4658,38,850,1551,1878,5297,2404
03trKEHD,1459,2671,1368,1459,288,5723,1339,1252,942,4300,1977,3210,1193,5556,4293,1784,4582,5779,4300,1748
04Bz1rtE,3713,3713,5541,979,979,2968,1719,2274,516,771,2844,771,2572,1585,4746,2009,5091,1567,3213,483
04f6m3BF,2962,685,2827,2921,91,3140,3347,3668,3347,1731,2906,2405,688,3557,568,1207,2700,2962,4472,1150
04v6H7X9,1359,5665,3438,618,4127,1359,4316,328,5204,5282,2414,2829,2862,4267,1049,4971,241,796,4128,5950
056nP9o7,4379,5334,3799,5477,3122,5845,5379,4563,2700,399,1381,4887,4040,36,4036,4344,5845,859,5317,3567
05E2iJoG,2179,906,2608,5340,5953,2179,5970,540,298,941,3322,941,473,3299,1364,2546,1488,2345,2995,4330
05lMWEKB,3500,4803,5226,2878,927,5226,3084,3699,927,2333,5766,5454,2886,2198,3325,2115,3084,4650,4894,5981
05xeuoSX,3470,5876,5136,527,2843,3470,527,3863,389,2858,3488,1757,2323,688,1386,4497,3237,1695,1757,3220
06UxtWqT,1780,2062,3476,1749,4341,597,5055,4613,1216,4092,3632,4885,5463,2692,878,467,5880,775,647,775
06gZx83y,3230,8,5991,4725,5991,284,4660,3230,4660,3006,942,1268,2142,383,2722,1725,5613,5445,2561,74
07LhF2BP,1835,3242,4128,5689,976,4128,1875,2550,1869,5139,3052,3603,5229,2844,3912,4881,5004,834,3438,465
07SwazrD,2050,5186,5186,3922,332,4791,1520,1859,2943,5489,5489,5782,2050,3495,1816,1828,2514,1520,1598,1709
07qf5K8H,2595,2388,229,3117,2878,3199,2014,637,1204,4665,3947,1015,2922,3733,1478,2042,1367,1118,3631,1644
08ErV6Xg,3115,3115,18,121,2356,1392,3761,2006,3386,3497,1285,3795,3016,2006,5646,4125,3497,4191,5919,1886
08JsCOaT,3402,5779,5173,304,3296,4441,3979,3187,5037,4073,636,4386,3278,5491,5082,1313,5173,1753,1337,1235
08sTc3wn,3978,5973,431,4871,3152,2215,5274,378,3842,2613,2995,4443,2989,576,3842,5973,5673,4765,2792,4215
09CoMjl3,2928,2928,3761,5371,5947,5371,4392,489,939,4545,3373,3373,1407,2006,5633,5015,2651,5412,3083,3762
09ofrKBW,973,1103,1667,596,3084,1118,357,1286,2439,1667,2333,3084,1603,2125,3515,1307,1546,2168,2333,1307
0AXQeD8I,2669,3437,4969,817,919,919,2553,527,4741,3280,3769,909,4402,2489,1386,391,5013,5764,4090,389
0BHSGQDa,4625,4989,3549,4625,1867,3549,4769,3314,3997,1631,2212,5964,905,1867,3316,2143,1520,4500,60,3479
0BaDgyY2,1422,4610,5495,3339,2180,1923,1422,2930,4724,3312,2180,2930,3312,3899,5677,4724,1592,1102,1336,1520
0Bi8sx1W,5059,3077,3048,4232,1131,3377,1786,2324,3503,5720,4693,1313,1955,4441,4197,1313,3378,3494,951,3466
0BkN9sC8,3433,3031,2027,3708,5859,1336,3982,994,3676,4610,1979,3676,3412,4851,733,4806,3412,1817,5643,1146
0BvjOb2g,1410,106,2122,1318,1863,74,3980,807,3571,5668,288,757,793,2671,4319,5163,4113,4109,327,4327
0C4tJAmp,4451,3488,4451,2251,4356,2803,2573,2941,5430,2939,2574,1509,4969,1254,2309,2173,1838,78,2941,3470
0CNgmAMR,4418,5877,2952,1554,5518,4678,2370,2952,4647,4418,3221,5829,4411,637,1154,1082,858,820,4928,5044
0CVQESLj,5012,660,1784,4051,2805,5528,5012,3970,1197,5486,2062,3426,5524,4051,1283,3712,5544,775,1110,5301
0Ch9Lprl,286,1482,4639,2638,286,788,832,788,1618,3072,5099,2345,5479,5571,5571,713,420,5240,918,4639
0Cmnfo2J,5113,1279,1923,4966,1205,2720,4739,4500,2927,4325,2727,3013,5066,60,1460,2373,60,5888,4007,4139
0DLlAba3,1103,1103,2125,596,1546,163,5590,2666,687,973,1667,2878,1367,2125,5585,357,3226,2521,459,3084
0EBmJ3kG,3667,3667,5241,2437,3613,2709,461,538,1692,2437,3728,3092,4178,4789,5288,2083,3067,4125,1866,461
0ELx4hGY,4728,4728,4911,3763,1523,1523,5414,378,5414,3763,5651,5469,3458,1012,1419,186,646,378,3871,2144
0ENa2zHR,1979,469,5643,3676,2587,905,3922,3043,3145,4806,4851,1336,3316,2046,4851,3715,3676,4610,4448,3553
0Ef4I5tj,398,398,3894,3703,3309,3703,3375,1332,3700,4000,5904,4366,5967,4200,3377,5660,1272,3700,1763,989
0Eg8etIj,2826,3547,4693,2826,2260,5738,3831,1089,3429,4768,2693,3044,2330,2544,3476,2642,4828,774,5680,1877
0ExfP3rN,214,4433,4844,4325,1083,1277,3405,5814,214,3927,1921,3956,1277,2760,800,3851,4112,3949,5336,3871
0F7Q9vA6,1372,1372,3648,1121,2491,2702,1197,5147,2649,3721,5874,4575,3755,3669,1121,878,2790,1432,2491,1400
0FCAe1WV,4797,5509,62,4560,4646,5858,2833,2317,1764,4866,1400,1498,3623,4486,1121,4129,2524,5758,394,1949
0GCbeMcB,164,164,1649,1430,1816,5481,570,273,2111,3398,2861,5029,2245,5835,4122,1452,3439,3593,836,4763
0GFk93zr,3834,4575,763,775,2380,5468,1047,2181,3834,1780,73,3638,5697,4503,1749,1780,4023,39,5392,1052
0GVFqNuf,322,504,5063,4624,1001,4970,4845,4034,4444,4332,4956,4034,2098,2642,3111,711,319,5858,3263,4381
0Gp5m82j,5499,2325,4326,2029,1562,5890,239,2000,5913,2024,1506,4869,1025,2065,4355,4449,5120,5812,2994,5913
0GpUxrL9,4686,2823,3638,5063,3925,2413,5291,4485,1174,5098,5033,5147,3908,4389,2823,1103,4787,1325,323,4341
0HVjONpZ,2037,1753,2099,2080,2099,5808,2037,2080,4312,5808,461,461,5167,208,4822,3867,2529,5494,5909,3626
0Hb5ejA2,2414,1315,4127,2789,5926,228,241,2309,4127,4349,2829,3944,1857,796,1942,3233,1031,4040,725,3242
0Hs9npUZ,3923,2516,4519,4560,1148,4710,1277,2409,3343,1123,99,4375,378,2409,4667,5271,3903,5626,5215,1772
0I8hAFSa,2309,688,5355,5160,4950,5169,5889,4513,5136,4090,4969,3656,1909,4405,5635,2723,2309,464,4515,4741
0I9Y1lAG,5389,5389,2491,1542,1665,2106,2668,3257,4236,2491,1636,5612,4076,1158,750,4390,2016,375,417,1672
0IVPpCo2,5565,5565,4852,187,5162,4962,5162,2282,5396,4974,4367,5255,1027,1578,4527,2377,2750,1291,3609,1537
0IpRGbry,4866,714,2313,5394,155,1404,4005,5008,2413,2482,3542,3513,789,650,4821,668,5537,1247,5537,5995
0IxhmVDv,2551,3030,3030,2677,2560,3574,5937,2551,5288,1875,2839,704,964,1172,4123,3193,3895,513,795,3459
0J2aSlNo,1730,1339,1285,4192,2208,986,513,5189,1048,2187,3895,5551,3430,1472,952,5438,5532,3319,2054,4558
0JBwlLg5,4707,2674,5181,859,4477,1240,1642,2309,3943,4127,3702,5789,4477,5839,2725,795,626,109,28,4961
0JMdqGUN,3041,4674,3799,4036,5883,1289,2904,5791,1179,75,1381,5735,833,3170,3041,2822,3274,4717,2803,1257
0JYWnkKv,5241,5064,5288,5064,2493,1243,65,5962,736,3667,3641,2493,79,4925,5921,2603,704,5937,5170,90
0JepAxY1,3254,3254,3665,3902,473,1006,2596,1863,473,3485,5706,639,3252,5706,411,4445,2596,639,3211,2881
0JlSXE8R,3699,1053,2156,243,2156,1152,5981,3325,1015,2333,4344,2915,1804,1625,5569,4348,2198,3773,4006,1394
0JydRAr2,3321,2844,4356,3321,1745,1655,5347,693,2879,207,3244,2711,268,3394,4551,1835,3244,5347,3790,2060
0K4FsSV6,2241,2241,1516,383,960,5858,34,2911,5331,5213,5535,1391,3020,2673,3841,1125,2265,922,5854,745
0K5Jw9EH,4039,5384,4480,5159,869,4043,2986,5222,5688,4346,4143,31,2661,4821,1495,5069,3434,1528,5354,653
0KudRQXS,4431,1800,1796,3576,1366,2268,4144,172,732,3576,2423,3008,1164,1800,2268,4646,5974,2276,3851,2668
0L2hgHfT,5628,4384,5628,5966,1507,1664,1725,1047,2751,5345,81,2295,5857,1047,81,1268,5486,1749,2314,4102
0L53Ysuy,2979,1115,4714,5916,4994,2754,2406,1638,1602,3361,5199,4585,3164,2979,3306,146,5840,183,5889,5001
0LCy3uBk,45,2429,45,2333,1915,4344,5577,2333,1862,3325,5577,3325,4251,2431,3699,5226,3084,977,1456,3605
0LDAhfVG,4790,1974,5165,1134,1389,1116,5679,898,4416,4895,3372,4278,4790,2910,4490,4714,3358,4880,975,5918
0LG8dogk,3686,3788,727,2988,407,1494,2988,1923,2270,2653,2653,2898,2898,4701,3486,3312,1102,1762,3319,797
0LKYpF1j,4842,314,5301,314,3757,1836,4051,3245,5797,4051,5345,1845,4868,5978,531,1283,4755,3245,5990,5510
0LutzN9Y,1492,1492,682,5672,4702,2638,286,4702,5673,680,2208,1559,5673,5367,3504,3311,5073,5672,5783,4372
0MiyQcbH,5287,5166,1065,835,2122,277,333,4811,213,715,333,2688,3050,5287,4367,1578,715,951,3743,2693
0MwRAidN,2556,676,3463,5146,1356,922,835,990,3487,333,5819,4109,4700,2693,2122,5431,5774,3268,3547,2441
0N3Qy7HR,178,5329,5332,2551,2979,5623,5329,209,4437,209,5832,3491,4263,3071,3435,669,2838,891,2410,5887
0NFiohQA,4428,795,609,1621,4349,438,4416,2781,2849,1778,4714,3959,4805,2975,5839,4040,2178,464,167,1596
0NmFJkHC,2141,5659,5445,1485,132,532,2671,4055,862,2122,2871,4315,917,2549,1211,5666,5622,4098,1570,238
0Nmdtnbq,5088,2345,4249,5378,1262,3854,3972,1995,5054,289,3040,4123,1261,5601,5088,1442,5601,2754,1650,3810
0OCSMusm,374,28,2257,1194,3246,1381,171,5651,1192,2323,301,4648,5190,2159,41,5791,2620,1874,4272,4909
0OFwEG2X,2761,2761,3227,1509,2844,4253,1655,2257,575,3244,618,4909,3684,4060,1208,1208,2941,1509,4551,935
0OwpTanH,2434,3229,3178,3986,4700,5110,1189,4444,2441,15,3079,2133,2434,674,394,1375,4035,3648,2384,1694
0PWdfmoy,703,2393,2155,2729,2393,2061,2557,2383,560,989,2983,2293,4498,2218,340,1368,2218,2824,2589,5210
0PhYpmf5,2691,5696,78,4145,3710,3448,5696,5305,4145,5681,1777,1351,5247,1874,5151,5777,5684,5001,2541,5530
0Q1HvoUY,5819,5819,384,5478,5328,2642,4049,556,2176,2693,1529,2885,3251,4315,556,922,30,4023,2098,2969
0QTbly3G,981,4327,5613,648,4172,1070,238,4487,959,5163,959,1877,885,2656,4053,4949,824,4487,2473,5668
