videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,2404,4131,1577,1092,405,2532,2344,5817,4168,271,1048,479,4003,2197,5500,3698,2061,2134,5309,2443
01HmDgRX,5869,3678,5783,2362,5551,5716,2352,2214,3246,3740,4654,513,2937,3152,2631,2800,4724,1285,3430,975
01MDIjwg,775,791,3483,1028,56,1487,787,1252,396,1493,2626,2453,4617,4120,1002,3587,4920,62,5885,550
02Dnm154,963,3324,2996,5281,564,1846,4847,2269,3545,5688,5642,5926,4429,3183,2445,5402,3047,4165,87,113
02I1exYc,1137,1435,4283,1539,1148,1849,5006,5302,4201,5479,2501,5198,1800,1332,609,1488,4733,116,5869,3556
02J5ABU1,3695,2083,2009,5064,706,3105,5411,4029,3200,2722,2735,456,3641,219,4368,1784,4232,2598,4725,760
02nzMLRu,5563,518,287,3250,459,5358,4733,3566,1212,4971,4428,2854,3469,1416,1849,4413,2010,1200,5539,806
03JDeH1Y,4290,4335,2984,5034,4088,3885,5890,5921,659,3749,4261,670,4833,527,1042,5988,4461,2837,616,5069
03iWqftg,5401,1835,3590,4739,2393,2729,5863,1984,594,3756,5218,669,2501,653,5589,888,3917,4060,1614,3778
03trKEHD,5074,2969,5970,168,947,4347,176,102,4684,5555,3531,5083,1977,2065,2725,2578,1827,1565,4332,1449
04Bz1rtE,2996,3344,1351,4629,1203,1208,1455,979,1397,3180,3227,3448,2274,502,1547,5617,5670,3987,1894,3825
04f6m3BF,1293,741,1237,3034,4814,2700,5087,1378,3012,476,3539,5004,710,5018,568,624,5752,5631,632,5446
04v6H7X9,1706,3242,5621,1359,4971,5709,1942,2854,1689,4841,437,3143,5098,4127,1981,1024,4768,437,912,5358
056nP9o7,4711,3557,4563,971,2229,3075,4513,5252,1129,2822,75,4856,10,3347,4379,5042,1138,171,4335,4290
05E2iJoG,2179,354,5547,2451,3846,4949,5091,1670,283,1696,3667,1306,4376,3675,5602,956,4724,5259,4331,5657
05lMWEKB,1915,4079,4803,4479,2768,3631,1812,927,5569,2768,1015,229,5226,415,521,5766,4890,3633,4479,2836
05xeuoSX,3470,5741,4524,2464,3488,3690,862,3470,3769,745,5889,5889,1026,470,2015,527,2879,1143,2251,5979
06UxtWqT,2692,4092,1780,495,740,5621,647,888,2395,73,4517,4664,2400,1451,457,1949,5239,936,2754,3638
06gZx83y,743,2094,4132,3088,5424,3424,2507,1786,2408,755,1827,5630,2253,3752,3531,3752,4525,633,2665,1126
07LhF2BP,5707,2060,5180,3360,5070,2599,5207,4388,4926,4707,393,2844,4731,429,2803,1031,1185,5385,5741,2933
07SwazrD,5186,3892,5346,2943,2951,3441,2514,4655,477,3795,5694,1948,1984,3527,3246,408,2050,1816,1842,2546
07qf5K8H,2557,5767,2462,5605,4665,5441,2042,5302,4501,3024,229,2473,2595,4669,5033,3161,2768,2836,925,2042
08ErV6Xg,3115,5360,211,4191,5385,5633,5360,1088,4731,1082,4674,1719,1950,4007,3613,5898,5306,41,3761,2550
08JsCOaT,2654,3278,556,2774,2895,1271,2534,1800,3035,4179,3378,1235,1308,5637,3187,989,3147,1435,3692,2128
08sTc3wn,2792,4871,1494,3906,2988,733,320,4273,1181,5416,1102,5908,1083,2927,1044,4544,4154,200,4448,4241
09CoMjl3,4114,2796,2336,1353,1420,1392,4392,5371,2927,5947,1460,2928,3573,4378,3622,2353,2336,2360,2928,4648
09ofrKBW,4460,3199,3751,1286,5977,2168,4993,2452,4738,5772,4382,1286,925,1831,1204,48,4559,1200,632,2266
0AXQeD8I,651,4564,391,2707,4536,252,3485,391,2430,1735,5741,1818,5054,2705,3415,1772,1042,3799,2866,90
