videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,70,5500,1071,1591,2449,799,2503,2171,5664,2608,2219,5967,2234,1310,5645,1169,4443,146,1487,3101
01HmDgRX,5783,1990,3134,1301,5677,2118,2514,2352,484,2937,3899,2287,5869,4654,3339,2624,4794,986,2180,4331
01MDIjwg,2458,224,1228,3757,2043,1037,56,657,3909,636,2458,4071,4194,1560,3296,4842,402,1032,5227,1963
02Dnm154,1491,5731,4270,827,3652,83,4660,2249,2784,5415,3290,4007,1351,2166,5083,2803,1084,3842,4787,5747
02I1exYc,5616,5003,5366,4109,5187,1038,1629,4449,5982,2065,2609,4253,4584,4773,5720,5670,2501,5465,943,5781
02J5ABU1,2372,5760,1340,584,1744,2779,3067,4170,5094,702,372,703,4861,1515,2824,2451,4201,1577,3494,3147
02nzMLRu,3999,2043,514,5562,2199,4475,4744,560,1767,2459,4588,5860,2678,3181,462,2090,2158,1653,5258,1683
03JDeH1Y,1609,2691,3491,994,2427,4290,3381,1737,1050,5136,5892,3405,2380,4497,2707,178,3594,150,3546,10
03iWqftg,70,2372,2767,2295,3240,5645,3550,3803,3776,2222,4649,1157,1992,904,1899,484,4609,2885,2457,1308
03trKEHD,1318,5706,4300,2963,4269,1441,3902,2819,277,4332,4295,5970,5248,1774,3935,5432,4962,4595,3601,4041
04Bz1rtE,2615,5353,5247,4764,3950,3884,4465,1128,842,1564,1033,3105,5541,2963,4764,225,2905,4362,1111,225
04f6m3BF,5266,2367,2827,330,5506,3414,3805,2906,1201,5908,5398,5562,2655,5107,2083,2026,1508,3108,4866,2414
04v6H7X9,3242,4239,3430,4971,1359,1471,5665,4239,4127,1553,3616,1553,3074,4424,2471,3786,310,3438,316,1031
056nP9o7,4563,1929,3405,994,4414,2022,3408,5292,3495,5549,1129,4627,3823,4090,5969,5507,1737,10,2822,4206
05E2iJoG,2179,4740,2007,4564,5330,396,742,4540,180,4680,4268,1670,1294,2946,3882,1726,1364,2715,4314,3696
05lMWEKB,2886,2768,3500,45,3699,2878,5441,4803,4890,5454,2429,985,4889,1754,4233,2168,5226,2768,5629,1307
05xeuoSX,322,5617,268,2091,914,3485,5091,4942,3081,1742,4567,3766,688,2608,5433,5393,4252,5803,2375,4687
06UxtWqT,5492,4226,1846,1634,971,4359,1573,1728,796,3310,1427,1634,665,2073,2862,622,31,2107,2119,2043
06gZx83y,5991,5299,5862,2872,517,3230,1955,5125,3773,2240,411,471,1169,998,4419,5135,4649,5022,5382,5834
07LhF2BP,5193,513,2571,5882,1835,4881,2319,2850,5085,3489,2416,4754,2599,3717,1935,2712,5193,1508,5004,5288
07SwazrD,5596,823,332,902,3520,2981,5416,3256,3067,1332,146,4043,659,1515,1820,3092,5149,5006,2572,2800
07qf5K8H,3117,3914,152,3775,1122,5006,2093,596,1946,1967,3579,4581,5674,335,2315,2024,1145,5101,5452,5115
08ErV6Xg,602,3579,1821,4233,2388,1533,2315,4256,4992,2640,2462,4665,2756,5350,211,4256,3861,3733,889,1154
08JsCOaT,266,3402,3278,2565,4875,204,4693,1753,309,439,3035,1860,4693,43,5218,3792,5513,1975,1866,4193
08sTc3wn,431,5973,2632,3433,1568,3842,5904,2924,4217,2215,2792,4184,256,2872,3802,456,4547,4566,378,2613
09CoMjl3,5947,2927,405,2763,707,3761,1279,4235,1392,4392,2928,1420,3373,1583,92,4545,5914,1353,3348,83
09ofrKBW,973,973,5591,3226,1307,3084,4444,5981,1753,2333,1855,224,5520,1103,1603,4476,202,2878,5405,5216
0AXQeD8I,919,1499,3003,3411,648,5739,5763,4053,5329,1605,4145,690,5097,4633,3003,3411,2792,3730,2925,3112
