videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,1577,1577,3420,2492,5817,2393,2625,1983,2061,2118,4432,3420,5500,2393,4123,544,5393,2802,3259,2197
01HmDgRX,2655,2655,5326,2937,5783,3134,4827,2287,2937,5783,3430,5672,1746,2800,2789,1339,2352,484,3711,2789
01MDIjwg,1937,5606,210,2351,390,791,5524,1905,1371,1454,636,1591,571,4646,2099,1404,3583,56,4496,1937
02Dnm154,2996,2996,4209,2009,2418,5701,272,4847,4483,1351,1227,4778,2271,3183,4165,1985,5530,3047,87,2010
02I1exYc,2737,2501,2926,1158,1167,2737,5491,3571,547,633,1045,168,422,1158,2361,2544,2053,4109,4269,3288
02J5ABU1,1744,4693,2938,2899,3948,5391,3288,4573,4861,2717,822,4725,3777,807,2361,1744,1037,3865,1037,4109
02nzMLRu,5562,5411,3464,5856,212,725,2517,3999,194,811,3807,5562,3999,3925,3281,462,760,5258,1434,5688
03JDeH1Y,4263,4263,4408,2828,4627,36,4714,5845,2410,409,914,3408,5737,3855,4408,4090,10,1737,1933,5160
03iWqftg,2344,1112,1030,2393,1112,4658,5099,3067,1113,3067,2644,2658,5297,1113,850,5297,850,2983,2849,2393
03trKEHD,1977,1820,460,3897,5556,1252,4986,4300,1881,2665,2938,823,3422,2104,5084,5821,3485,1328,3806,2017
04Bz1rtE,3713,2968,3713,1719,979,5541,2009,979,4746,1243,1719,2572,1585,5646,3078,2109,4903,4038,2615,272
04f6m3BF,2962,1731,2921,2906,3140,3347,3347,2405,3303,685,688,2962,3679,4275,2327,5796,3668,2013,4447,4856
04v6H7X9,1359,5282,1359,5035,5204,4127,5665,3438,2801,4971,2367,2862,618,4424,5688,728,272,2414,4316,1634
056nP9o7,1381,5845,1381,4563,5477,2139,4563,1057,4379,4736,859,879,5845,3445,3855,3557,683,4656,702,3799
05E2iJoG,2179,2179,5340,4564,1364,4564,298,473,4935,906,5483,4102,5378,2345,2608,2381,4062,5365,4330,941
05lMWEKB,927,3500,927,5226,5226,4479,2115,4803,2878,2886,5454,1307,4479,3084,2333,5981,2168,3084,4890,1015
05xeuoSX,3470,3470,5136,527,5876,2415,2021,4310,1386,4497,527,896,389,5275,2278,3488,4782,3863,5107,5169
06UxtWqT,1780,4092,647,2254,2395,3537,4885,2043,4226,3476,4749,4613,457,1749,5055,457,3669,1749,1032,5239
06gZx83y,3230,8,8,4725,4660,5991,3759,4660,3189,5991,5256,1340,180,4936,2561,383,2253,2253,104,74
07LhF2BP,4881,1835,2844,4881,4128,3603,5689,4128,5229,5193,5193,2090,834,465,1869,5004,5139,3912,3242,5027
07SwazrD,2050,2050,5186,2943,3922,1828,332,5782,5714,1816,5174,5489,905,3368,2947,4791,5489,5186,4340,1709
07qf5K8H,4665,2595,3631,2042,2768,637,3500,3117,5441,2014,5977,1934,2878,1644,521,2042,2388,1118,4738,459
08ErV6Xg,3115,3115,2356,3497,121,5077,18,3386,3386,5919,1392,4125,3016,3497,1285,4191,1886,3761,4392,2006
08JsCOaT,3402,636,198,304,3979,2899,636,3288,204,5173,3187,3296,2447,5513,4179,2935,1228,315,1337,739
08sTc3wn,3842,4871,431,4443,1568,3978,5973,2613,431,5973,378,3152,2215,2606,3820,3031,5274,3842,2908,4765
09CoMjl3,2928,2928,4392,3761,5371,4392,4545,5947,4313,5371,761,5633,1407,4027,2651,3373,4114,4027,4313,2353
09ofrKBW,973,1103,596,5981,1118,1053,1015,3084,3273,1286,4079,2333,1307,2125,3174,2333,2521,973,1103,5585
0AXQeD8I,919,919,909,1150,3769,3280,2868,817,527,2868,2553,4497,4402,2255,2522,5013,1557,1004,2415,2238
0BHSGQDa,4625,3549,4769,4989,4989,4625,1867,4769,3549,4500,1205,1520,332,3314,60,2212,4791,5066,2212,5333
0BaDgyY2,2180,3339,1422,2180,4724,3246,3899,376,4724,3134,2930,2653,3339,2727,2514,1592,1828,1990,4794,4610
0Bi8sx1W,5059,3077,3048,1786,153,1313,3503,3466,4441,1421,4693,3365,1131,3822,1759,3035,2127,2182,3365,3837
0BkN9sC8,5859,2027,3031,3433,4610,3676,2587,4047,733,3405,4433,3000,4325,1336,3676,1586,1422,5928,469,216
0BvjOb2g,1318,2122,1410,5163,793,807,5668,180,106,4319,757,5248,5668,874,711,1744,2100,1977,2671,288
0C4tJAmp,3488,3488,4451,2803,1838,3863,2862,735,4145,3799,5051,5477,4524,552,2066,1838,2309,819,5741,4451
