videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,1577,1577,4123,3420,2802,3948,2532,3963,765,5817,5431,2393,3259,4060,3828,2061,2492,3990,1220,2447
01HmDgRX,2655,2937,5326,5783,3430,5783,2655,2287,1746,5073,5663,2352,2287,3459,4702,3678,5672,2789,4827,1487
01MDIjwg,5606,390,1937,1089,4268,4496,210,5188,1937,4469,1560,1454,636,396,1563,785,210,3583,2502,4016
02Dnm154,5530,2996,2996,4847,4483,2829,316,5415,5701,1351,2929,836,272,2009,2974,4778,3078,5541,454,2274
02I1exYc,2737,2501,5491,3090,5538,1158,4268,2407,1158,757,4109,1689,2899,422,2737,3571,5445,1016,4269,5720
02J5ABU1,2532,5491,3948,2899,663,1196,3322,2938,4861,1169,4693,4605,1744,2938,266,4682,4773,390,1487,4268
02nzMLRu,5562,217,5860,5691,5146,3464,3807,212,2935,3218,5856,3999,2517,2944,725,5670,4723,2618,194,5182
03JDeH1Y,4263,4263,10,2410,5845,4782,1737,4290,914,5718,2828,4408,616,470,4408,2913,2913,3491,178,3656
03iWqftg,1112,2344,1112,4658,3067,38,850,2393,1030,1113,38,249,1113,3067,1147,850,5297,2393,4131,2625
03trKEHD,2671,1977,420,288,4300,5556,1339,3184,2564,3210,5612,5523,5779,3571,1167,1748,1169,1193,420,346
04Bz1rtE,3713,3713,979,2844,2968,979,1719,516,5541,2572,1567,5530,2493,771,5321,1390,2274,728,4038,4746
04f6m3BF,1731,2906,3140,2827,685,91,3347,2962,2405,3679,3347,2327,4656,735,3303,2962,335,3539,3668,2921
04v6H7X9,1359,5204,2414,3438,618,4127,1359,1573,4971,2829,5665,796,3944,2801,4267,328,1361,228,4316,2471
056nP9o7,5845,5334,2139,5477,399,1381,4036,4887,702,859,4736,4656,4563,5845,879,3122,683,1057,1381,5379
05E2iJoG,2179,2608,2179,298,5970,3322,3624,906,5340,941,4062,1364,473,1623,540,3846,2345,510,2381,5669
05lMWEKB,927,2878,3500,5454,5226,5226,2333,3325,3084,3699,1307,1307,229,4803,1934,357,1405,3628,2358,5981
