videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,1577,1577,3420,2393,2393,2492,5817,2625,2061,3259,3420,1983,4432,4123,544,2802,5500,5393,2447,2404
01HmDgRX,2655,2655,5326,2937,2937,5783,3134,2287,5783,3430,4827,5672,2352,2800,2789,1746,1339,4631,2789,484
01MDIjwg,1937,5606,210,2351,1454,390,5524,791,1371,1591,571,636,1454,2395,2458,1404,4910,2099,3583,56
02Dnm154,4209,2996,2996,2009,2418,5701,4847,272,4483,5530,1351,1227,4778,2271,4165,3183,3047,454,1856,4778
02I1exYc,2737,2501,3571,2737,1167,3288,2544,4269,422,1158,5491,633,2926,1158,547,2938,287,1045,2361,1442
02J5ABU1,1744,4693,5391,2938,3288,2899,4861,3948,3777,4573,2717,822,4109,2938,1436,3865,1037,807,3883,1037
02nzMLRu,5562,3464,212,5856,5411,725,2517,3999,3807,811,439,3281,5562,3218,3925,194,3999,1325,2834,462
03JDeH1Y,4263,4263,2828,4408,4627,36,4714,2410,3408,5845,3855,10,4090,409,4782,4290,914,1933,5737,4439
03iWqftg,2344,1112,1112,2393,4658,3067,3067,5099,1030,850,1113,5297,850,5297,814,38,2983,1113,2658,3962
03trKEHD,1977,2938,394,5084,4986,888,1999,2671,2665,15,2104,5821,3897,4300,1748,5556,5723,460,288,2849
04Bz1rtE,3713,2968,3713,979,5541,979,771,4038,4746,2572,2010,272,2572,1243,3213,728,2968,2274,4903,2009
04f6m3BF,685,3140,2962,2827,2405,688,2921,3347,5796,4206,4447,4220,1731,1207,3347,3303,3668,91,3993,4656
04v6H7X9,1359,5282,1359,2801,4127,5035,2862,5204,4971,3438,2367,5665,4424,618,4267,1634,4413,4239,2414,5282
056nP9o7,4563,5477,1381,5845,4563,2139,4379,1057,4736,5845,1381,470,859,3445,683,879,3855,702,5839,4714
05E2iJoG,2179,2179,5340,4564,4564,1364,298,473,906,4935,5483,5378,2608,4102,2345,4330,4062,3285,2381,3526
05lMWEKB,927,3500,5226,927,5226,2115,4479,3084,2886,2878,2168,4803,5981,2333,4479,1307,1015,5454,985,4233
05xeuoSX,3470,3470,5136,527,5876,4310,527,2021,2415,1386,4497,896,3863,2278,3488,5275,2843,4969,5169,4782
06UxtWqT,1780,4092,3537,647,2254,4885,2043,4226,4749,1749,457,1749,5055,5239,4613,3958,2105,3556,740,4226
06gZx83y,3230,4725,8,4660,8,4660,5991,5991,3759,5256,5613,3189,1340,4936,2371,180,383,104,782,2253
07LhF2BP,1835,4881,2844,3603,4128,5689,4128,4881,5193,5229,5004,1869,2090,834,1208,3242,465,5027,1835,5193
07SwazrD,2050,5186,2050,2943,3922,332,5782,5714,1828,1816,5489,3368,5186,5489,5174,4340,4791,905,1709,2947
07qf5K8H,4665,3631,2595,2042,5441,3117,637,3500,2768,2878,1934,5977,2014,3633,1644,521,2042,3597,2388,4348
08ErV6Xg,3115,3115,2356,3497,121,3386,18,1392,3386,1285,3016,5919,3497,4191,5077,1886,4125,3761,5646,4392
08JsCOaT,3402,636,304,198,636,3979,5173,3288,3187,204,3296,2447,5513,2935,1228,4179,315,5037,2895,2899
08sTc3wn,3842,4871,1568,431,3978,378,2613,5973,4443,431,5973,3820,3152,3031,2908,5274,2215,4765,2995,3842
09CoMjl3,2928,2928,4392,5371,3761,4545,5947,4392,5371,5633,4313,3373,1407,4114,5947,2651,761,489,5853,1392
09ofrKBW,973,1103,1053,596,1118,5981,4079,1053,2125,973,2333,1015,2333,1286,2521,3174,3084,2125,5585,3174
0AXQeD8I,919,919,909,3769,1150,817,527,3280,4402,2255,4497,3672,4497,5764,2592,5599,2251,2415,2522,2553
0BHSGQDa,4625,4769,4989,3549,3997,4769,4625,4989,3549,1867,1520,3997,4500,3314,1205,332,5066,60,3203,295
0BaDgyY2,2180,3339,1422,2180,4724,3899,3246,4724,2947,3134,1336,2653,3339,376,3197,2930,2727,1990,3019,2514
0Bi8sx1W,5059,3077,3048,1786,3503,1313,4693,153,4441,3466,1421,3822,3365,1131,614,3837,3365,3035,2127,2324
0BkN9sC8,5859,2027,3433,3031,2587,733,4610,3676,4047,3405,1336,4433,5969,216,3676,3708,5928,2632,4325,469
0BvjOb2g,793,1318,1410,2122,5163,106,807,5668,180,4319,5248,874,2555,5668,711,1977,3571,2100,1744,2671
0C4tJAmp,3488,3488,4451,1838,2803,3863,2862,4145,5477,735,3799,552,5051,590,2309,1838,819,4656,3394,4451
0CNgmAMR,2952,1814,4256,2952,2370,1554,637,4418,4647,5877,3221,3249,4762,1604,3478,4418,4110,5773,5519,798
0CVQESLj,660,4051,5012,1784,1283,5486,5012,3082,2805,5628,4051,4685,2062,377,5528,5205,4603,3082,854,1507
0Ch9Lprl,286,286,2754,3072,2345,4639,4639,1618,5479,5515,1676,5571,1377,5571,4935,1482,713,5280,5821,788
0Cmnfo2J,2373,5928,1205,60,4500,5113,804,555,1279,2373,4325,5221,5066,4325,2322,5420,1865,1205,1460,3137
0DLlAba3,1103,3606,1103,1546,2666,1667,5590,3571,596,338,197,687,2014,5222,2125,163,373,973,4838,2741
0EBmJ3kG,3667,3667,4789,5241,4178,1866,311,3259,4125,2774,2437,1648,3067,3895,5064,3092,2083,5435,1990,4458
0ELx4hGY,4728,4728,4911,3763,5414,3763,5414,378,5651,1523,3871,4228,1523,4911,4228,378,1012,3031,1419,186
0ENa2zHR,4851,3316,5643,2046,469,4851,4769,1979,3043,3145,905,1336,4610,3433,3553,407,2143,2587,4806,3676
0Ef4I5tj,398,398,3703,3703,3475,1332,3894,5006,3375,3309,5904,3778,4185,3223,3651,186,4560,4772,3282,3289
0Eg8etIj,2826,2826,4259,4693,3547,2260,4768,1089,4828,1158,3831,4225,1694,1089,757,2737,4828,2330,158,158
0ExfP3rN,4433,1277,4420,4189,1142,4443,5859,1083,4844,1389,1921,2669,214,553,5814,4420,4325,348,4025,214
0F7Q9vA6,1372,1372,3648,3531,5177,2702,3669,1121,2116,3033,508,5586,4784,1121,2513,5874,1833,878,2491,3638
0FCAe1WV,4797,1454,4646,62,3533,210,4866,5509,4486,2540,1400,4947,2317,5509,2919,2833,2833,2081,1458,210
0GCbeMcB,164,164,1816,1649,1452,5481,570,1430,1709,1430,4122,570,408,273,1709,1279,3095,1263,3398,2111
0GFk93zr,3834,3638,3638,1749,2181,5697,1833,1749,5529,5982,1498,1784,2395,1780,1833,3834,3457,3685,2067,172
0GVFqNuf,322,2802,1689,4970,4845,4381,5063,3654,4332,2098,3079,319,3111,2549,1877,4845,322,4218,2642,2642
0Gp5m82j,5499,4326,1145,4449,4355,5913,4326,5812,1562,2325,2024,1131,1131,1316,1070,1271,2306,5210,816,3044
0GpUxrL9,2823,4686,3638,4389,2823,4341,2821,1852,5793,4118,5033,5291,4389,5098,3908,4496,4485,5291,4421,1930
0HVjONpZ,2080,1753,2037,2099,2099,2080,5167,5808,5494,4822,208,269,5425,5808,657,1963,3490,3867,3371,3626
0Hb5ejA2,2414,4127,1706,3242,3233,4127,5908,2471,725,4040,2414,2789,2464,241,3438,2309,4224,975,1031,5861
0Hs9npUZ,5271,5074,3923,2516,4710,1831,2516,1246,1931,2893,3375,5126,969,2982,4330,5074,3624,2409,3247,2535
0I8hAFSa,2309,688,4090,5355,4627,3150,4741,36,2021,3656,4497,4950,2592,391,5136,5160,5001,3345,4513,4887
0I9Y1lAG,5389,5389,4390,2491,1665,2491,4236,2649,5567,2649,3816,1168,1169,417,4423,5087,3895,4035,5524,3816
0IVPpCo2,5565,5565,3063,4852,1735,1735,2282,5248,5375,4367,1578,5162,4133,1270,5255,1027,3534,1027,1504,1578
0IpRGbry,4866,5397,675,5995,4486,291,5008,4821,714,5537,2482,291,668,2313,4312,1130,4486,5394,5537,650
0IxhmVDv,2677,736,3030,704,3574,2551,1917,2560,3030,736,5937,759,2551,1172,4507,3374,1875,4778,964,795
0J2aSlNo,1730,1285,1730,1472,4309,513,2728,3618,2290,3430,3319,952,1316,4925,4192,4086,3955,3319,5140,4033
0JBwlLg5,795,4707,5060,2674,109,5789,859,3702,5444,1698,1381,3789,5839,2402,4893,3232,4224,3572,577,5908
0JMdqGUN,3041,4036,3799,4674,1179,5735,831,2847,5788,359,4717,5883,5252,702,4711,89,2822,5883,4717,331
0JYWnkKv,5241,2493,3667,3667,5288,4925,5064,311,2493,90,5962,90,5200,704,5399,1243,736,2416,3420,3105
0JepAxY1,3254,3254,5706,1006,3665,5706,2596,5361,5695,1940,540,2596,473,639,473,4512,3294,4445,1084,3526
0JlSXE8R,4344,4251,3699,1804,4233,1152,2156,373,1053,5956,1367,1456,2429,2915,243,4291,1394,1625,2439,4415
0JydRAr2,5347,2844,207,935,2929,518,3244,268,3244,2599,5128,4551,2060,620,3790,693,3321,1587,1745,4551
0K4FsSV6,2241,2241,1006,2673,1516,4620,3841,960,4035,1516,1686,2673,922,5331,2538,383,4956,1391,2265,4236
0K5Jw9EH,4043,1528,653,2647,1528,3639,2806,4821,5159,4496,2223,3769,5410,2675,5410,3801,659,4676,4285,840
0KudRQXS,5974,1800,1670,4431,1366,1796,2254,3851,3106,724,172,732,1796,2635,3178,1164,724,2634,4222,5974
0L2hgHfT,5628,5628,2025,1507,4384,4384,5485,2314,4051,2805,1961,1664,508,1268,2062,1579,5301,4102,4503,2254
0L53Ysuy,2979,5916,2754,4263,5916,3569,4994,3569,4756,2979,4756,2510,4176,2465,1638,3932,2578,4631,2287,1602
0LCy3uBk,45,4344,45,1456,2915,2429,1370,5577,1862,373,2333,4992,1188,2439,5577,4650,2168,4006,3325,3325
0LDAhfVG,4790,1134,5165,1819,199,1974,1389,2545,320,4790,2400,3824,199,1470,2910,5918,873,1470,1418,4760
0LG8dogk,2988,3486,3788,3686,2988,2653,707,2898,2322,1494,1102,1418,797,407,5040,1923,1479,2898,805,407
0LKYpF1j,5301,4842,5301,5797,3474,3817,5345,314,854,1541,5510,3426,4842,1010,1845,115,5485,314,3082,1836
0LutzN9Y,1492,1492,680,5523,5695,682,4192,4649,2055,1820,5050,2800,2800,2845,286,5073,3932,2214,4494,181
