videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,3589,1577,70,2449,1433,5241,3776,2315,5825,3259,1577,3550,4658,1111,427,751,5260,2526,5736,1988
01HmDgRX,622,3339,2387,1730,3197,3626,5532,3430,4328,5783,4871,4227,986,544,5326,3955,5551,591,4453,5140
01MDIjwg,4080,5991,1354,2351,5282,5184,3091,5573,4797,5909,3366,4866,3076,4709,5291,2833,4093,512,5111,936
02Dnm154,5442,5873,1542,2968,1351,5714,836,1003,3593,2202,3574,5530,563,996,4241,2041,5496,888,4252,2991
02I1exYc,1435,3571,5342,1485,165,1990,1159,901,823,3355,3266,3058,3950,5824,638,1137,5340,2130,378,3930
02J5ABU1,5401,1161,3381,2193,3577,713,3621,3265,1551,563,4938,69,3965,1770,1157,5092,5538,1964,5691,4123
02nzMLRu,3303,2534,427,4585,988,1399,3610,4128,2964,3882,3640,5086,3988,1767,5182,5659,263,4843,3803,3656
03JDeH1Y,4763,1429,4477,389,389,270,5405,886,1777,5142,2060,391,250,3795,1704,3769,4388,1862,4525,4893
03iWqftg,958,3127,4631,5886,3322,5283,237,5919,2284,2914,2018,4387,3893,1123,5559,2372,1551,4090,823,5721
03trKEHD,1355,1124,5024,5555,4684,1167,4980,4684,5248,5803,1097,1669,5895,4332,1298,5445,4606,5083,2665,1316
04Bz1rtE,899,2209,1242,1912,4646,5583,3616,5439,899,2486,3542,2733,5449,5290,4558,516,1254,2044,4424,1634
04f6m3BF,568,685,5446,4229,1731,335,4447,2516,3047,5041,1731,4037,1931,2827,288,5506,3676,91,2962,2410
04v6H7X9,1359,2801,4971,4558,328,2622,3069,5282,577,3430,4359,1834,228,2763,3687,2256,684,5230,3459,2279
056nP9o7,2082,1808,318,1387,1438,4115,3321,2229,4997,946,3945,5060,3823,4959,3799,4477,2097,1381,693,1518
05E2iJoG,759,2844,2010,818,2726,1670,5154,2861,3717,1128,3976,3695,5873,4689,43,1139,4232,1421,2040,2866
05lMWEKB,927,5981,4889,911,2333,3084,2168,2333,4460,3325,5226,596,1855,1307,2125,4479,4243,2892,3065,1603
05xeuoSX,4942,3163,661,4519,116,1412,5275,2567,1550,5060,1050,3690,4942,3177,3690,4492,3930,1721,1031,4145
06UxtWqT,2565,597,5440,4421,5492,1730,4673,5463,3492,5301,1424,1842,3642,5525,5202,1388,5852,4558,2848,4226
06gZx83y,990,4004,3098,2253,3887,5059,3223,4649,3695,2750,757,3466,5445,419,2722,4772,5613,4466,4487,5096
