videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,1577,1577,765,5817,4123,1983,2492,3865,3776,2625,2983,2532,1878,1983,5431,5823,5241,2802,4131,3259
01HmDgRX,2937,2655,2655,5326,4827,3134,3430,2947,3459,1492,3899,5783,2789,1634,2352,2937,2287,1592,1746,952
01MDIjwg,5606,390,1089,1454,56,3583,2458,1937,1905,5524,3616,1371,4612,1158,4685,1636,4685,210,4496,571
02Dnm154,5530,2996,5935,4778,1351,2996,5701,272,2005,2009,2445,4209,2256,4847,3324,3078,9,564,5935,5029
02I1exYc,2737,2501,1689,2544,917,5567,251,2831,807,2926,450,757,1485,1538,168,678,2899,1047,578,551
02J5ABU1,3948,4693,2532,5431,3568,2899,2114,3865,2938,3288,3322,4773,4573,3616,144,1744,266,1167,647,807
02nzMLRu,2517,194,462,5562,5182,3999,217,3807,5411,3896,2850,2367,5351,5138,2935,1993,194,212,5443,5039
03JDeH1Y,4263,4263,10,2410,2979,5845,5718,3959,255,4563,178,4687,4408,3656,3437,470,4497,5355,2913,409
03iWqftg,2344,1112,98,5099,2393,2393,5297,4658,4131,2983,3067,2881,3067,850,850,2135,1897,1113,3902,2218
03trKEHD,2665,4624,1977,2671,5723,1503,1512,84,5821,2614,4300,1977,5432,870,3210,942,1689,1744,3897,1099
04Bz1rtE,2968,5530,979,3713,5541,2274,5530,1243,1567,2968,4038,4746,1390,979,1719,1390,2844,4177,1719,483
04f6m3BF,2827,3140,2327,2962,5318,1731,3347,5506,2921,695,3539,2405,2906,5796,869,2229,3347,685,1207,4726
04v6H7X9,1359,2801,4558,5204,4971,4267,4127,5665,4316,4239,618,1573,3627,328,2862,2471,4971,3944,4424,912
056nP9o7,5334,5845,4711,3244,859,4563,1057,2005,3799,1381,4036,5477,399,2229,2139,693,4736,5477,4474,4687
05E2iJoG,2179,2179,906,1364,4324,4935,2202,5970,298,3260,2608,510,2155,5286,4487,4324,540,4564,5998,5065
05lMWEKB,4803,927,5226,5226,4665,3500,2333,2168,3084,1079,5766,5454,1307,3325,2878,229,3628,4243,3631,3325
05xeuoSX,3470,5136,3488,389,2858,851,2251,2021,527,3071,5889,3220,5275,688,5169,4524,2415,3913,919,3012
06UxtWqT,1780,4092,5621,5055,1451,4790,3239,2043,647,4226,2399,4517,1571,1573,796,3632,4599,597,4613,4226
06gZx83y,5991,2142,5991,383,3006,1646,4689,8,4660,4004,1725,2722,4660,196,5613,1224,5487,3189,3484,2911
07LhF2BP,3603,1835,5689,2047,1869,4128,439,2844,4881,3242,4128,5139,1243,2414,5229,587,5925,976,4829,465
07SwazrD,332,4340,5782,1859,2050,1709,905,5489,2706,1828,3113,5346,4933,5174,5186,5186,3368,1816,2050,3495
07qf5K8H,3174,4665,3117,2595,4738,197,4665,5585,5441,2042,1851,373,5605,229,5460,4732,637,4876,5467,1367
08ErV6Xg,3115,2356,1392,3497,3115,5646,75,122,121,1813,1886,1813,3761,1509,3386,5360,3016,18,1285,1700
08JsCOaT,3402,3187,3296,304,461,43,4709,1313,1356,3979,4386,4789,742,4441,4645,4193,3695,3077,3837,5779
08sTc3wn,4443,3978,3152,4871,3842,3031,378,3821,2995,431,1083,2792,4765,5274,3197,2613,3903,4610,1568,3433
09CoMjl3,3373,4392,2928,3373,5914,4997,2353,5371,2420,5371,1700,939,5625,101,2651,5546,4413,3386,3829,5633
09ofrKBW,1103,5226,1286,5454,3174,1855,973,3699,4890,3084,197,1118,357,3084,1307,2125,5454,2595,5767,2168
0AXQeD8I,919,5136,3437,919,527,966,1004,5169,2681,2522,3672,4090,5623,4969,2251,2858,1843,2723,988,3769
0BHSGQDa,4625,3549,4769,5682,60,3997,1867,4769,2499,696,2212,4680,1129,3316,3729,1867,2163,3549,1817,3314
0BaDgyY2,2180,1422,3339,1035,2653,5495,3246,1592,1527,4724,1336,2653,5495,2779,2930,1923,4610,1524,4724,2180
0Bi8sx1W,5059,3035,3048,2497,5720,3077,3365,4699,3691,951,1251,3692,2324,4858,3466,202,4193,757,3503,4109
0BkN9sC8,3433,2027,3676,3405,5782,5859,3412,3031,1336,3203,4688,4769,3372,733,3676,5643,3441,4509,1765,994
0BvjOb2g,4113,1863,74,874,2610,506,352,3379,3354,5024,3571,4445,5711,5575,5428,2581,1623,5639,288,4402
0C4tJAmp,3488,3317,693,3572,4464,2464,2669,2822,2822,4416,2394,4464,4474,705,78,1621,5060,3718,2258,5579
0CNgmAMR,1814,4418,2952,3478,4411,3952,2952,1554,4698,406,3914,5518,5323,808,4418,1635,5044,1554,4678,2781
0CVQESLj,2023,4051,2023,4011,115,5261,1784,3878,4945,5233,1283,1507,5205,843,5486,321,531,3264,287,5012
0Ch9Lprl,286,286,5479,1482,788,1676,2240,4258,1618,1100,1530,4376,1903,5523,4639,1100,629,533,3072,832
0Cmnfo2J,5462,2418,804,3833,5002,4701,577,4325,2651,5987,3879,4006,4549,2322,5600,3372,555,60,5257,4099
0DLlAba3,1103,596,1546,5767,1103,141,5590,1307,2521,2125,4665,3226,973,1707,3571,373,4890,2595,1785,357
0EBmJ3kG,3667,4493,5787,230,1866,4028,3613,4028,2529,3067,5218,4297,4103,4963,544,739,5241,1290,3667,2419
0ELx4hGY,3763,4728,4728,4911,1523,1523,5414,186,5414,5651,554,3871,1419,3475,3821,1123,3763,5370,3820,140
0ENa2zHR,3145,3316,2046,4651,469,1979,5643,3145,4610,2308,3043,4769,3676,3715,2212,761,3043,4911,1182,1631
0Ef4I5tj,398,3894,3703,398,204,3894,186,3309,230,3475,1272,1332,2155,3343,2654,3289,186,1523,3380,2454
0Eg8etIj,4693,4828,2260,4259,2693,740,3547,2737,917,2407,2397,308,4225,1158,4423,1345,4530,4683,703,4605
0ExfP3rN,4433,4433,4325,5814,1528,214,3055,214,1586,348,4294,3851,3351,4070,1083,4189,1482,4844,1277,718
0F7Q9vA6,1372,2649,3648,1372,2702,4575,2491,5301,3669,1121,467,508,287,2649,2491,5147,1654,3648,1833,467
0FCAe1WV,2601,878,1400,1949,3623,636,3502,3533,1121,2833,467,394,4368,288,1888,4947,2833,4866,924,5322
0GCbeMcB,164,164,1452,1816,2111,4122,1649,3398,3439,5835,1430,273,3053,2861,1161,570,1430,3520,1462,3732
