videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,1577,1577,3420,2492,2393,2393,5817,5037,2625,2061,2532,3420,3259,2118,4432,5500,4123,1983,544,2802
01HmDgRX,2655,2655,5326,2937,5783,2287,3134,5783,2937,3430,4827,5672,2352,1746,2789,1339,1492,2789,4631,1990
01MDIjwg,1937,5606,210,2351,1454,390,5524,636,791,1371,571,1905,1591,1454,56,4910,1560,4496,210,1937
02Dnm154,2996,4209,2996,2009,2418,5701,4847,272,2271,4483,5530,4778,1227,1351,3183,3047,1856,454,5747,87
02I1exYc,2737,2501,633,1167,3571,2737,2544,4269,2926,1158,5491,422,3288,1158,547,1442,2361,1536,1689,917
02J5ABU1,1744,4693,3288,5391,2938,3777,4861,3883,3948,4109,4573,2717,2899,822,2899,1436,2532,4944,3865,1037
02nzMLRu,5562,212,3464,5856,725,5411,3999,2517,3807,811,439,3925,462,5562,3281,3218,3999,194,1325,2834
03JDeH1Y,4263,4263,36,2828,4408,4627,4714,5845,3408,1737,2410,1933,914,4290,409,4439,4090,4756,4497,5737
03iWqftg,2344,1112,1112,2393,5099,814,850,3067,3067,4658,5297,5297,3962,4372,1030,2644,2849,1113,2658,2983
03trKEHD,5084,3897,2938,2671,4986,1252,1977,2104,5821,2849,1748,1820,1844,807,460,394,288,4928,823,3485
04Bz1rtE,2968,3713,2009,5541,3713,979,5530,3078,5091,5646,979,1585,2572,1719,5321,1243,483,5064,2968,5541
04f6m3BF,2962,1731,3347,2921,685,3668,2405,2906,3140,2327,988,3303,3347,2962,1256,527,4497,898,4733,4814
04v6H7X9,1359,5282,2801,4127,1359,3438,5035,2862,4971,5204,2367,5665,618,4424,4267,1634,4239,5282,5688,4413
056nP9o7,4563,1381,4563,5845,5477,1057,2139,4736,4379,879,1381,859,5845,3445,470,1138,683,702,3799,5839
05E2iJoG,2179,2179,5340,4564,4564,1364,298,906,4935,5378,2608,473,2381,4102,4062,5483,473,2345,3526,4330
05lMWEKB,927,3500,5226,5226,927,3084,4479,2115,2886,4803,5454,1307,2168,2333,1015,1934,4479,5981,4890,2768
05xeuoSX,3470,3470,527,5136,5876,2021,1386,4310,2415,527,4497,896,2843,2278,5275,5107,3863,5169,5107,3488
06UxtWqT,1780,4092,3537,647,2254,4226,4749,4613,4885,3638,3476,1749,1749,4226,457,4245,457,5880,5055,936
06gZx83y,3230,4725,8,8,4660,5991,5256,5991,4660,3759,5613,3189,383,180,2253,2371,2253,104,1340,4936
07LhF2BP,1835,4881,3603,2844,4128,5689,4128,4881,5004,5229,5193,5193,465,1869,834,2090,3242,1835,834,3298
07SwazrD,2050,2050,5186,2943,332,5714,3922,5782,1816,1828,5489,1709,5489,2947,5174,3368,4340,5186,2706,1598
07qf5K8H,4665,2768,3631,5441,2595,637,3117,3597,5977,3273,3500,1934,2014,3633,2042,4669,1176,521,1644,2878
08ErV6Xg,3115,3115,2356,5919,3497,18,121,3386,1392,3386,4125,4191,3016,1285,5077,3497,1886,2006,3761,772
08JsCOaT,3402,636,636,304,198,3979,5173,2447,3288,204,2315,3187,5513,4179,5173,3296,2935,4386,1228,3402
