videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,1577,639,3420,5500,3002,3099,2584,2404,2749,5484,1854,4376,340,5491,4406,823,5968,594,5067,2657
01HmDgRX,5326,3073,3459,2279,975,3786,1645,2556,3961,4599,5380,4971,2279,2789,1839,5930,3233,58,1781,2414
01MDIjwg,1937,4601,5610,56,1591,1164,2458,2626,31,449,3860,4293,2395,390,4051,936,1330,2080,1454,2534
02Dnm154,1227,1873,3073,2929,2641,5149,23,1227,4159,2394,537,5642,5900,5900,4001,2996,9,87,1580,2609
02I1exYc,2737,4694,4843,4787,5793,5392,4620,3531,53,3985,944,5485,5389,774,1183,5003,3999,5217,2926,2916
02J5ABU1,247,5123,5706,5260,1037,958,4993,888,2897,3948,1487,3455,3948,1669,396,1400,4455,3322,1744,1441
02nzMLRu,3862,5670,3525,3598,2075,5351,5670,3718,2146,1347,3318,5770,3281,1249,3603,1512,5138,5411,5562,502
03JDeH1Y,4903,1003,5007,4549,915,3543,2296,1466,1741,795,4328,107,4561,1722,3413,3137,4561,1138,3722,1238
03iWqftg,3962,38,5602,4658,5297,1151,2344,1112,5297,2881,4376,4287,249,2845,3118,1882,2845,1530,2863,249
03trKEHD,352,634,1512,5083,3210,4684,2365,1327,633,3616,3887,1183,4546,5063,779,944,2260,884,1807,2552
04Bz1rtE,490,2010,3713,5415,827,4209,2209,2274,642,5269,3317,2049,1017,4111,1912,1278,1957,452,268,3047
04f6m3BF,2827,1731,4675,2850,3523,253,3953,1225,2296,2962,5777,4447,4429,2582,4220,5043,2509,5506,4763,1396
04v6H7X9,1359,796,5688,4239,5665,4971,1553,5204,1573,1359,2801,1229,3537,796,4371,83,2934,2537,2862,1986
056nP9o7,2620,4864,2707,1473,859,3495,3333,115,1296,60,827,1941,4864,4388,5113,5067,4781,2605,819,1381
05E2iJoG,4767,4102,900,906,3903,3254,2759,3703,993,4802,2207,4540,3486,1151,2131,5736,484,2100,4951,1369
05lMWEKB,1118,985,2333,2168,4079,3084,2886,357,927,5766,927,1934,4479,4650,229,1915,1053,2886,931,3500
05xeuoSX,527,4656,3690,475,2858,4524,695,1282,5623,5334,1909,389,4105,5275,557,5331,1003,3320,2410,4893
06UxtWqT,647,3537,453,2025,73,1032,5463,4915,1780,457,3438,139,3632,2254,779,5239,172,4575,5621,4339
06gZx83y,3230,3230,1234,5324,599,180,1209,4725,1268,2461,786,4030,668,902,3070,4813,990,882,5526,2602
07LhF2BP,462,114,2083,1237,4174,669,3120,5193,2160,1140,1229,3488,5225,5499,3543,4789,621,5499,1908,2485
07SwazrD,4791,1192,5186,233,5489,5714,4340,1828,3922,5186,2706,2931,283,4414,1828,433,4471,5280,121,2914
07qf5K8H,3534,1934,3117,1204,1625,373,3947,880,1486,3226,3631,5467,4291,1152,4619,5441,3500,4243,769,1478
08ErV6Xg,2356,3386,3115,3115,2931,3595,5085,5242,5633,1062,4125,4375,679,4378,3934,3904,1608,3829,2563,4696
08JsCOaT,3187,303,2419,4329,739,5491,5967,5491,569,4329,4773,5855,2449,204,5967,2534,4376,3917,4073,5538
08sTc3wn,2632,3978,456,2046,4215,3871,431,3787,3031,5710,200,1482,1223,1012,2104,5509,2908,595,524,110
