videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,1577,1577,3420,2061,2393,5817,1983,2393,5500,2118,4432,5491,2625,2492,2532,3420,3259,2404,5438,2447
01HmDgRX,2655,2655,2937,5326,5783,2287,2937,3134,3430,4827,5783,2789,5672,4631,2800,3331,1990,2352,952,3899
01MDIjwg,1937,210,5606,2351,1454,2099,791,5524,2534,636,4469,390,3583,5227,3483,2458,2395,1371,571,2919
02Dnm154,4209,2996,2996,4483,3183,272,2009,2271,1580,4165,4847,5701,5701,3439,3324,1985,454,5550,3941,1580
02I1exYc,2737,2501,422,2737,2544,1045,547,4430,2938,130,98,1536,3503,3571,1167,1089,98,3969,1158,1515
02J5ABU1,4693,1744,5391,3288,2361,2938,4861,1421,2532,2899,4573,4725,1459,4109,1744,2565,3413,3777,5738,3865
02nzMLRu,5562,212,3464,5856,1325,33,3281,5691,2618,641,439,5411,2517,136,2834,725,4268,462,3218,5471
03JDeH1Y,4263,4263,5845,4714,2410,4756,36,5355,3855,4408,5635,5737,4972,1933,255,4782,3408,891,4335,409
03iWqftg,1112,2344,3067,2393,5099,1112,5297,5297,3067,4658,5761,814,1691,2983,3118,2404,1030,38,1113,3962
03trKEHD,888,1977,1459,1669,5479,2665,394,5556,2665,4986,5084,1007,352,15,5821,281,5163,315,3252,5260
04Bz1rtE,2968,3713,3713,979,2968,771,2009,5541,5530,2010,979,4038,2974,2274,2572,4506,1243,1585,1390,4506
04f6m3BF,2405,2921,685,3140,4206,688,3347,2962,4447,2962,4447,4220,3347,568,1207,3668,4656,4275,2827,3303
04v6H7X9,1359,5282,1359,4127,2801,5035,4971,5204,2367,2862,5665,3438,618,4424,2829,5688,4267,1634,272,5282
056nP9o7,4563,5845,5477,1381,470,2139,4736,5845,4563,1057,1381,819,4379,4864,399,683,1704,2436,702,5269
05E2iJoG,2179,2179,4564,5340,4564,2381,4287,5483,1364,2995,906,4935,3285,4102,5748,2608,298,2345,4062,3526
05lMWEKB,927,3500,5226,927,4479,2115,3084,4803,5766,2886,5226,1307,4890,2333,1015,3084,985,2168,4479,1934
05xeuoSX,3470,527,5136,527,3470,2021,389,5876,5275,5338,4497,4105,4972,5737,5334,792,2843,2415,4310,4969
06UxtWqT,1780,4092,2043,5239,4885,647,3669,3537,1749,5468,2254,740,3457,457,1032,4226,437,3556,172,4749
06gZx83y,3230,2371,4725,5256,1340,782,196,8,2253,5487,3379,969,2253,383,3759,5613,3189,4936,5991,4660
07LhF2BP,4128,1835,4881,5689,4128,3603,2090,4881,5193,2844,5229,1835,3360,3912,5027,2414,5139,976,1000,465
07SwazrD,2050,5186,5782,2943,2050,332,5714,3922,4791,1598,1828,1816,2947,5186,3495,1598,3368,2706,5174,1520
07qf5K8H,4665,2042,3631,5441,3117,5977,2595,3500,2768,521,3633,1934,637,2768,2042,2388,2014,459,243,5972
08ErV6Xg,3115,3115,3386,2356,5919,3386,5077,121,1886,18,4191,3497,2006,3795,4739,5646,5717,3016,1285,3016
08JsCOaT,3402,739,2315,204,204,198,2774,2099,636,3402,304,1235,3499,2935,2774,2899,636,5173,739,5173
08sTc3wn,3820,431,3842,1568,3978,5973,4443,5274,5973,4871,3152,4765,2613,3031,431,378,5751,2880,3477,2995
09CoMjl3,2928,2928,5947,4545,4392,5371,3761,4392,3373,4313,5947,2157,5371,1353,5633,5853,4545,761,489,1353
09ofrKBW,973,596,5981,1286,1015,1053,3084,1118,3174,3174,2333,1103,1829,2125,2333,5585,1053,2125,5216,3084
0AXQeD8I,919,919,5764,2612,3769,4081,2669,353,817,4081,2553,909,5013,2251,5764,4741,5599,5026,4402,3097
0BHSGQDa,4625,4769,3549,4625,1867,4989,4989,1520,3997,3314,3549,4500,4791,4769,3203,1765,3997,1867,2796,332
0BaDgyY2,2180,3339,2180,1422,4724,3899,3152,3246,2653,4724,1592,3339,5677,1990,3134,1336,2930,3019,3312,376
0Bi8sx1W,3077,5059,3503,1637,3048,1572,3837,614,1786,3466,1313,1421,757,4693,3378,1449,2182,614,153,1313
0BkN9sC8,2027,5859,4610,3676,1336,733,3433,4325,2587,3412,1765,4047,5969,3000,5928,216,469,5414,60,5849
0BvjOb2g,1410,793,1318,2122,5248,106,1977,2671,180,5668,1668,5163,4319,1744,874,4559,807,288,64,1324
0C4tJAmp,3488,3488,3799,2803,1838,5477,552,735,2490,2309,5243,2862,2669,4115,4736,819,3394,4451,2941,1518
0CNgmAMR,2952,637,1814,2952,2370,3221,4418,1554,5877,4256,4647,4418,3952,3249,3629,4110,100,1604,3478,1326
0CVQESLj,660,5012,4051,1784,1283,1283,5486,4685,5628,5528,5012,1961,3141,4051,377,4603,3757,3970,1716,2062
