videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,1577,1577,3420,2625,5500,2061,2749,4432,3067,3963,2404,4387,2393,3054,4406,5854,2492,544,2454,4131
01HmDgRX,2655,4827,3430,2287,2655,2789,5326,2937,1339,2937,2471,3134,5137,5783,3459,4920,5783,484,2624,2789
01MDIjwg,210,5606,791,1937,1404,3583,56,2351,2833,636,1753,1937,1454,818,390,4910,2458,1089,2458,4268
02Dnm154,2996,1580,5530,2996,2009,4209,1227,2929,2010,1985,4483,575,5415,87,3419,4209,83,272,2367,1227
02I1exYc,2737,2501,1685,2040,5567,4725,2544,463,5087,4269,757,4387,3571,2737,1158,4268,15,2361,4677,2963
02J5ABU1,4693,3882,1487,3288,3948,2361,98,3018,706,4693,1669,2488,2404,1744,396,1669,4725,2393,219,2938
02nzMLRu,212,3999,2834,5254,3657,1447,33,5258,809,5562,3464,439,52,3935,1183,1325,5536,4653,912,5258
03JDeH1Y,4263,41,1933,391,4972,4627,10,1933,36,4513,5275,4408,470,4439,616,5340,2410,914,5782,391
03iWqftg,1112,38,38,4658,2344,5865,3067,5297,249,1691,3962,3800,958,3803,4796,1551,5946,5542,5199,2881
03trKEHD,2671,4300,633,5083,1977,352,5083,5024,1327,5723,3296,1167,1007,3566,3320,5555,1744,1807,1124,5556
04Bz1rtE,3713,3213,2968,2968,1243,2010,3727,483,979,3713,979,2047,4413,2009,4038,1700,1033,2274,3317,1397
04f6m3BF,4472,1731,685,3140,3347,4206,2962,2962,5562,253,624,2405,688,1212,568,3668,2921,1396,2827,4472
04v6H7X9,1359,1359,5282,2801,5665,5204,3438,4971,4267,2414,2862,4127,5229,1229,5688,1634,3180,1942,4239,2367
056nP9o7,5477,4563,1381,879,5845,4563,470,4864,702,60,5379,5845,1704,859,2707,683,1757,3495,115,275
05E2iJoG,2179,5340,5483,906,1127,2179,3903,2372,3526,2815,2381,298,5365,3891,5515,4564,286,3951,2759,4330
05lMWEKB,927,4803,3500,927,229,5226,2886,985,3084,3633,2878,5766,1934,1755,3325,373,4233,357,4889,4890
05xeuoSX,3470,3470,527,2415,5070,3488,5136,5107,2681,748,5338,4274,3012,2843,5275,5051,1887,5334,1704,4524
06UxtWqT,1780,1573,1451,4092,597,5621,2254,457,437,3537,4341,1749,4720,3556,647,4785,2025,1728,3243,4222
06gZx83y,3230,5991,3230,1502,8,3070,5324,5179,5059,336,1965,5135,1977,5265,1646,4660,1234,168,419,2665
07LhF2BP,3242,3603,5004,5193,1835,4881,1835,5229,5027,4881,5193,5689,5139,2850,4128,4104,2090,465,4037,3815
07SwazrD,2050,5186,5714,1968,3922,1828,5186,2706,4340,1709,5489,283,4414,2706,1816,4244,4513,1290,2193,4791
07qf5K8H,637,2595,4665,1934,2388,3500,2042,373,2014,3397,1367,4440,5467,1478,1970,3631,2980,3631,3117,521
08ErV6Xg,3115,2356,3115,270,1569,976,3795,121,41,5919,3386,3829,5360,4191,4036,2931,3497,4392,772,121
