videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,4192,4375,3158,2157,3587,1577,2118,641,5210,3322,4536,1878,2596,3734,1105,1983,5706,2408,787,3756
01HmDgRX,2655,3430,1439,1073,3937,609,1575,4283,5096,3135,2118,3108,4453,1238,908,513,2279,2812,4076,1169
01MDIjwg,1404,2534,3483,2540,1130,4729,5582,2080,2540,1847,3986,62,1963,5606,2935,4754,120,4194,5167,491
02Dnm154,971,1800,3853,1941,2991,3317,4899,5133,4778,5701,915,4713,3727,2870,3522,4611,3072,1745,4436,3732
02I1exYc,2852,5809,1647,1836,1435,3608,5389,1769,5942,3888,1733,5916,3789,807,455,3343,732,3014,659,53
02J5ABU1,219,3,1694,2779,56,3585,3178,437,1669,1320,5082,5819,975,56,4484,983,5942,1581,3568,5389
02nzMLRu,4105,502,493,2618,951,4322,651,2293,3220,2369,5624,3125,3801,1879,4283,2657,4714,1151,2557,89
03JDeH1Y,1088,2709,1587,494,3115,693,1933,5221,3567,270,5941,3449,5243,5128,2490,3461,5070,171,2858,233
03iWqftg,3910,3015,904,4796,5132,2408,3101,3484,2776,1854,3803,5210,4406,4858,3883,1127,4658,4677,2767,4696
03trKEHD,3756,277,4824,2740,2771,4113,4590,4130,5555,5500,346,2528,3277,77,866,5065,5806,288,2171,3260
04Bz1rtE,4746,5064,2274,516,3398,2274,915,3713,710,3386,1886,5293,979,3138,3826,4408,2416,801,3052,3912
04f6m3BF,4847,1731,3470,1207,1677,2921,4447,4447,4037,685,2005,4929,4220,3679,4563,4379,1957,963,3075,3347
04v6H7X9,5950,4267,1359,3242,1359,437,4612,1229,1634,2801,5282,3438,709,5880,3472,618,1913,3944,4164,4127
056nP9o7,4711,5845,859,3879,4864,2139,207,429,2005,3495,494,4736,4864,702,36,2082,722,1808,1381,4388
05E2iJoG,2179,1744,563,4109,4056,4368,180,2872,2608,906,1946,2381,4387,1317,2494,5567,3015,5823,2795,2301
05lMWEKB,5226,985,927,243,2886,1177,4803,5226,2130,45,4479,2617,5585,2768,2892,4233,2378,5441,4890,4078
05xeuoSX,5107,4532,4532,4969,4524,173,4090,173,2415,1757,2464,1412,4290,2357,5889,5499,5193,3690,891,4848
06UxtWqT,1780,1728,4849,796,1089,775,4341,1573,453,457,681,5055,878,5492,4785,3462,3390,172,5239,3669
06gZx83y,3308,3070,2299,5565,686,1009,1827,5771,998,3230,838,3536,3526,3379,2032,4204,3943,3624,4445,1027
07LhF2BP,2845,2209,3207,5632,2844,4224,5839,5379,568,976,2192,667,819,5623,4887,4374,2137,2416,4997,4551
07SwazrD,4898,4076,4122,283,594,4631,1584,289,1828,332,892,5675,2514,1520,3749,1828,1709,303,4387,3972
07qf5K8H,1851,4344,1970,1152,1367,3216,2886,4918,3401,5025,2014,3773,2130,2432,5981,229,3117,1704,5813,1176
08ErV6Xg,3115,150,121,2576,239,3879,3667,3633,2356,150,1569,1360,5267,2547,1088,5633,4191,772,2709,4254
08JsCOaT,4773,3402,1648,2935,346,1029,4789,3276,4386,2447,198,1636,5850,5047,3979,739,1235,208,2447,4029
08sTc3wn,2215,431,2920,5973,4215,378,431,4625,2924,5274,456,1427,5712,5469,4443,2632,2626,1568,3152,576
09CoMjl3,2928,2928,5947,4545,3761,3083,5649,4223,2967,127,707,4351,5422,2336,2927,3967,5947,3967,2169,5481
09ofrKBW,596,973,1286,1118,2168,4382,1053,1461,2886,4250,3746,4069,5715,4321,4556,1855,243,5577,4079,5591
0AXQeD8I,2311,1107,1021,1226,1536,735,5375,5741,3039,909,2490,5254,5957,4665,737,1843,2925,3026,1076,1106
0BHSGQDa,1867,4651,5015,4135,4989,3549,4625,4913,727,4769,3549,3479,2796,4989,5373,5964,696,1423,2727,4454
0BaDgyY2,1422,2180,58,3899,2287,3339,1036,1055,376,1968,3134,2653,5512,2287,261,3642,4724,5409,3339,5733
0Bi8sx1W,4197,1538,263,1759,3692,5059,5339,1313,5520,2040,4259,500,1656,757,4193,902,1786,4542,3035,2519
0BkN9sC8,1223,2027,3802,1205,5859,1929,2996,5061,3461,216,4769,3055,1715,107,4189,2027,107,4781,4,553
0BvjOb2g,4035,2911,874,1981,3756,3571,793,4816,368,5445,2122,4113,2678,499,1006,5465,1449,4332,5626,1946
0C4tJAmp,4942,3561,5131,4756,3408,5933,2034,3506,4081,4356,2984,1412,526,494,2705,748,5782,1587,5479,5741
0CNgmAMR,889,1814,3952,1315,4155,1661,1661,5877,169,1956,2370,3639,2727,4348,4762,1821,4678,4078,5219,3947
0CVQESLj,377,2724,2909,5568,1961,878,3082,476,5397,4011,1466,1531,4425,2335,536,5544,467,1877,4866,854
0Ch9Lprl,5993,4331,4702,3739,3527,417,3034,2208,3842,286,4000,4080,3127,1332,2118,3771,5172,4639,4724,1046
0Cmnfo2J,407,2203,3221,572,4328,1621,1729,3630,4823,4486,5015,145,1454,5005,1427,236,4155,2070,500,3579
0DLlAba3,5591,2997,931,4382,4738,5972,2432,4890,3773,4838,986,4428,2565,499,4732,3606,3782,5613,357,596
0EBmJ3kG,2300,2223,722,2443,538,1707,4926,5624,4036,5064,3947,5541,208,3771,5006,4257,3976,4896,5395,4155
0ELx4hGY,4728,4911,5651,4728,5512,805,5643,358,1012,2715,646,3922,5414,4443,469,4228,2163,3326,4610,5769
