videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,1577,1577,3420,5817,5500,2532,2447,2061,4123,2749,2749,2393,5393,2118,2625,5823,2393,2802,765,2447
01HmDgRX,2655,3430,2655,2937,5326,5783,5783,3134,4827,5672,5137,2937,2287,1339,2352,1634,1990,3921,975,5409
01MDIjwg,1937,5606,2351,210,791,3626,1089,390,4646,636,1937,2167,2458,1560,5524,1404,3583,4910,3644,2831
02Dnm154,2996,2418,2996,4847,5029,2009,4778,1351,5415,5701,2991,272,5530,537,5415,4778,4209,87,2271,3732
02I1exYc,2737,2501,3571,3090,1538,917,5567,767,1158,2926,1158,1485,5003,1167,2053,2737,3020,3969,5491,4109
02J5ABU1,3288,1975,390,5491,2899,4693,1744,4605,5391,571,2361,822,4682,1694,3948,636,5003,2824,1089,4944
02nzMLRu,212,5562,1037,725,5004,390,3807,3218,2935,194,2367,3999,217,2517,1183,5258,2354,3427,3464,3645
03JDeH1Y,4263,5845,10,4497,4290,4263,4782,4756,4627,409,178,3345,4290,2828,3408,4090,3142,2022,409,4953
03iWqftg,2344,1112,5099,1112,4658,3067,2393,2658,2393,5297,4131,3067,5878,1113,5297,1030,850,540,1577,2404
03trKEHD,1977,2671,5821,5723,1881,4300,3422,5084,2938,2665,1820,3252,1748,2849,1844,4300,823,460,15,3806
04Bz1rtE,2968,3713,3713,979,1243,4038,979,2009,5541,1567,1585,728,4038,4746,915,1719,771,3213,272,2010
04f6m3BF,2827,2921,2962,3347,3140,685,4447,2906,1731,3539,1207,4447,4275,3347,624,2405,4850,568,2013,4206
04v6H7X9,2862,5204,4971,5282,1359,4127,1359,4316,3438,2801,5035,4267,4483,1634,2471,5688,2107,4558,5282,1912
056nP9o7,4563,1381,4736,3799,5477,5845,470,879,5845,2235,3445,1381,702,115,4563,819,2139,3794,4887,683
05E2iJoG,2179,2179,906,5340,2202,5523,1364,4935,4102,1920,4062,4564,5365,4564,4368,5259,510,4873,5941,1872
05lMWEKB,3500,4803,5226,5226,2168,927,1079,2333,2878,3084,5454,2886,229,927,3633,1307,357,3325,5766,4479
05xeuoSX,3470,527,5136,5275,2415,5876,2251,527,3470,4497,2021,5889,685,792,4524,3863,2278,4656,3437,5334
06UxtWqT,1780,4226,4092,1571,5621,4226,4720,5492,2043,1573,647,3632,5055,2395,830,1032,3556,1634,2254,5750
06gZx83y,5991,3230,5991,3189,3230,383,8,5838,180,8,4660,4660,2253,3759,2380,2142,2722,978,2253,3006
07LhF2BP,1835,2844,3603,4881,4881,5004,5689,439,2090,5229,1869,834,976,834,5193,4128,465,1243,1509,4128
07SwazrD,2050,332,5186,1828,5782,2050,4340,2943,905,3495,1709,5714,2706,3520,4513,4801,3922,1859,5437,1679
07qf5K8H,4665,2595,459,2768,2042,1367,3174,5441,4440,3500,3117,2768,637,521,1970,4665,373,4876,3631,1176
08ErV6Xg,3115,3115,2356,1886,121,1285,772,4392,1392,1509,3016,3497,3386,5646,270,4191,5221,18,5919,3095
08JsCOaT,3402,636,3979,198,3187,3322,3288,5513,3701,3717,3278,43,3402,3646,3296,2935,3035,3035,4441,381
08sTc3wn,4871,431,4443,4765,3842,3031,5973,1236,3152,378,5973,2908,3820,3978,762,431,1568,2606,5673,576
09CoMjl3,4392,2928,3761,2928,4392,3762,5221,2353,341,3373,341,60,2336,5066,3761,4313,3078,4545,5947,5649
09ofrKBW,973,1103,596,1118,1053,1286,2125,1103,1307,1307,2768,2333,357,5830,1667,2333,1053,5981,3273,2521
0AXQeD8I,909,919,2966,2255,2251,2669,919,3488,5131,1638,4741,2066,1695,2567,5848,2868,4081,909,2592,5013
0BHSGQDa,4625,3549,1867,4769,4769,4989,1867,3997,1520,3549,3316,4989,2212,4500,60,3997,4625,3314,5682,2143
0BaDgyY2,2180,3339,1422,2930,3899,2180,3246,4724,3134,5495,1336,4724,2514,1592,110,1035,1990,4610,376,2727
0Bi8sx1W,5059,3048,3035,947,5720,4441,3692,3077,3365,3365,1131,3691,4699,153,4232,757,3659,1786,422,3503
0BkN9sC8,5859,3433,3031,2027,2587,3676,3676,4047,3405,4610,60,1765,1336,5969,3000,4433,3708,1979,4325,28
0BvjOb2g,1318,2122,2671,793,106,3571,5555,1410,1410,5163,5024,1977,1629,807,352,5248,711,874,1863,757
0C4tJAmp,3488,1838,3488,5741,4451,3799,3863,2862,1838,735,5477,5741,2939,2251,78,3572,4524,748,1587,1429
0CNgmAMR,1814,1554,2952,5877,4256,2952,3221,4678,3952,5518,637,2370,5452,3478,4647,1195,4418,100,1604,3639
0CVQESLj,5012,4051,1283,5012,660,3082,1784,4685,2805,4685,3082,5486,3141,377,4603,5528,5205,3970,5301,5233
0Ch9Lprl,286,286,2559,5523,4639,3072,3058,4639,5524,2863,2363,2345,918,788,1726,3972,1377,5993,5745,5571
0Cmnfo2J,5067,804,2373,190,60,5113,5888,5113,5221,5928,2235,4500,4325,3879,3879,4739,555,5066,5002,5600
0DLlAba3,1103,5590,1546,2014,1103,3606,163,1667,4665,3571,2666,1707,373,687,5590,4738,3226,5467,4043,1133
0EBmJ3kG,3667,3667,3812,5241,4125,1692,3976,1866,3259,2709,4178,3092,3067,538,722,4374,26,1683,5288,3613
