videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,5500,1577,2061,4289,1488,1480,5863,3054,2454,5037,3420,1441,2347,765,4655,2219,4406,4060,1665,2749
01HmDgRX,2655,3430,5783,1706,4832,1980,2287,2937,2208,5635,5783,1746,5073,2779,3786,1492,2575,2189,2589,4827
01MDIjwg,62,210,1164,1519,2351,5235,791,4910,1454,2833,657,1945,5192,2540,4095,4120,137,1937,3107,5517
02Dnm154,2929,2418,4597,2991,4002,700,827,963,4165,83,1351,5086,5794,4907,3269,1296,316,4209,4691,1033
02I1exYc,3855,15,4160,5059,4801,102,5339,3789,1778,888,662,2433,1766,1621,1629,3702,3668,4743,4449,2519
02J5ABU1,5094,5091,4938,4144,2157,5037,1259,3851,3621,2268,3018,266,2458,1994,3568,1220,3865,5295,5886,5251
02nzMLRu,4375,3176,993,4487,1596,4559,4472,993,3586,1715,5565,5026,4787,4527,833,688,1386,4670,972,3659
03JDeH1Y,4564,4099,5334,3142,65,1933,3096,915,2520,3285,4335,41,5941,1157,1240,879,5340,3594,409,5060
03iWqftg,5943,4800,3902,1826,2625,3187,850,5031,540,434,4746,3803,5648,4973,5400,2498,3706,435,599,2098
03trKEHD,1565,2381,5967,1723,2731,3045,2969,2765,3393,2989,2219,3377,3905,5612,522,2701,2045,3640,3184,3526
04Bz1rtE,979,5181,5415,4209,2010,3317,5560,564,899,728,2009,3704,4002,2209,2968,979,149,915,3856,2009
04f6m3BF,1698,1207,4697,4720,3557,5281,30,2861,5130,3697,3292,4656,5523,275,827,4105,741,710,4480,5875
04v6H7X9,1359,3627,912,4971,618,1942,5338,1553,5189,5204,5950,328,3328,4139,2935,3438,4267,4777,2471,4309
056nP9o7,833,5889,452,590,4887,2809,5018,5477,4997,4563,207,771,2883,2512,3075,4472,3832,683,4388,4229
05E2iJoG,4062,2179,2507,4362,4295,958,3615,2752,5716,5265,1773,5236,2449,3846,192,921,5669,1736,5963,4517
05lMWEKB,3500,2168,5981,985,2358,2892,973,925,3084,4650,2115,2333,2123,2156,911,3065,985,1286,4117,3947
05xeuoSX,3488,1438,3863,5136,1792,2278,748,4105,5275,3690,2858,1429,3448,3237,470,2415,4674,2858,1887,3799
06UxtWqT,1573,3632,1780,2400,1338,5950,172,2803,4421,4880,1553,4809,5204,1216,3062,5055,1864,1799,2495,2530
06gZx83y,5265,4949,3654,288,1126,3251,870,3189,4071,5328,2871,2871,1964,3980,3210,1052,4845,1324,1086,1124
07LhF2BP,4943,4253,4104,3912,150,963,4779,4697,5889,4819,3298,5937,2157,42,149,935,1875,4599,1455,1869
07SwazrD,5782,3203,2050,3520,4794,1752,1709,4340,4244,2930,5186,408,770,3166,1968,4513,2050,5714,5929,5029
07qf5K8H,4707,4650,1644,5976,1394,3500,229,4291,4669,4650,3631,4298,1851,4355,2014,85,373,5605,637,5127
08ErV6Xg,3115,1862,2356,2436,3386,1412,4191,895,1285,4191,3016,211,5077,5467,1704,5242,2229,1517,5360,3595
08JsCOaT,1866,2315,2688,2099,1776,4073,3402,237,2497,3035,63,5405,2508,2317,5218,5349,528,2698,4178,739
08sTc3wn,2920,2215,1083,104,5274,3152,2988,2606,2920,3739,733,1428,2215,4160,3486,4519,3842,5908,378,1012
09CoMjl3,3622,4545,489,3373,1719,2712,2928,5553,5652,1279,5947,4038,5282,4576,489,127,5633,5412,4754,4392
09ofrKBW,5441,4250,2806,1554,973,2468,5688,5585,3199,4143,2156,2640,2156,3551,3904,1329,226,4043,4079,4780
0AXQeD8I,2066,792,1150,5169,353,2553,1203,2255,4052,5487,5788,2410,5355,909,5683,1792,3437,907,391,5329
0BHSGQDa,4781,4625,3549,4769,3549,1520,4500,4769,3729,5682,2212,4851,3982,216,1867,727,1423,2628,5066,1205
0BaDgyY2,2180,3152,3899,3339,4724,1422,3246,4916,2779,1134,1035,3019,1422,3339,2655,3527,5866,2930,2559,5437
0Bi8sx1W,5059,947,1759,4441,4694,5082,1485,2688,4529,2182,3466,1131,3048,548,3035,5533,1321,1313,158,1786
0BkN9sC8,3160,55,216,3043,3802,5849,4806,1418,2620,3715,3145,3000,3614,1520,3850,2707,3433,3890,2856,1423
0BvjOb2g,1324,3571,5970,522,4146,1998,633,2100,2334,1744,1844,1007,5258,4383,874,4615,1977,4918,3048,4347
0C4tJAmp,3799,2139,2066,296,1621,4942,5107,2251,2139,2580,1778,1880,2669,2992,5070,1208,1080,1652,2955,3236
0CNgmAMR,2223,889,3629,4169,3195,4110,3952,911,4078,1814,1705,5390,1533,3478,5081,1556,1967,3709,4678,637
0CVQESLj,5606,5757,3051,3591,377,5055,4586,1784,660,3462,1498,5857,4092,1961,957,5584,5403,467,878,1949
0Ch9Lprl,3058,1406,926,3072,5801,4091,1265,788,4160,3201,58,550,5277,4958,3871,5580,5821,505,1455,5580
0Cmnfo2J,5701,3787,60,3522,3832,4544,2373,5278,3708,1865,3551,1939,4175,2595,2587,2605,2628,4215,3579,4806
0DLlAba3,1286,4665,5956,5046,4440,5981,1286,1829,2156,3287,3551,1855,1754,4382,163,3631,1204,1367,4243,4069
0EBmJ3kG,4183,5604,689,181,205,5130,5761,2608,1759,5602,2698,2754,4458,4864,2563,995,4801,5542,3296,150
0ELx4hGY,4439,276,1287,4887,4461,905,4099,930,1181,3343,930,4911,3160,4678,4896,519,4728,3676,4639,3145
0ENa2zHR,4769,4448,5410,2469,4851,2336,2308,5015,2951,1979,2143,2355,4806,5257,1520,1574,3145,3708,4175,469
0Ef4I5tj,5479,4372,628,3630,4844,4458,1102,3932,302,5798,2640,2371,558,398,1046,3651,3801,4217,2282,5912
0Eg8etIj,3961,4498,5342,340,4743,974,3846,3059,1112,356,1329,2749,2845,520,3590,4106,1657,4898,667,659
0ExfP3rN,3898,1465,3405,1277,5814,1465,3055,463,4273,2160,3773,4433,4802,3951,2499,4345,2200,2747,655,1482
0F7Q9vA6,1372,5368,5961,4389,5368,2604,2339,2586,3669,3958,1372,4030,4389,1961,2673,2823,1281,1847,4704,5874
0FCAe1WV,30,5155,456,261,4447,4552,3688,2118,3252,5668,4349,4486,5172,1705,2371,3551,757,1192,791,516
0GCbeMcB,477,1464,1430,2953,5029,1430,3310,2536,2436,3732,4122,5029,2603,4170,836,1598,3166,2550,5608,164
0GFk93zr,2254,1725,1716,3834,377,1216,1089,3154,2181,5606,936,5857,118,4286,3205,3831,1784,261,5616,3090
0GVFqNuf,5315,5248,285,4936,3210,4588,1960,5096,3975,2365,1647,923,2000,918,1318,1960,5396,5188,4948,2032
0Gp5m82j,4953,5448,2416,4536,5045,5555,1562,2029,499,2461,2015,1761,4869,309,1550,2029,1935,1617,5674,5609
0GpUxrL9,3753,5322,2460,1174,4686,3669,4478,2586,3638,1,3983,2151,3674,4222,5468,1515,586,5702,4341,3757
0HVjONpZ,162,4955,4198,311,5167,2080,1969,1489,269,230,3262,1705,3909,1969,1753,3867,4028,2712,3091,5801
0Hb5ejA2,2612,5155,1553,1222,3252,3687,261,4972,1451,30,2414,4720,3687,5639,3932,1534,527,4267,1705,4809
0Hs9npUZ,4710,955,1046,3486,107,5965,4560,5074,1414,1772,4330,1762,635,4175,5126,2282,3098,170,4598,4349
0I8hAFSa,1166,1026,4527,3202,331,5127,2309,1021,3296,5169,4513,207,5130,2979,2966,3608,5587,1759,690,2592
0I9Y1lAG,1158,1636,3898,5567,2895,4568,315,5836,5538,2914,102,3929,4390,2491,4323,5616,4308,764,4130,4106
0IVPpCo2,3530,2282,1027,3063,662,5721,3468,256,3811,1027,1595,4301,4133,1596,3063,2950,5255,4488,3806,1276
0IpRGbry,5474,5749,3183,791,3964,650,5394,4857,465,476,4312,675,1149,4940,2030,1543,3183,2313,1847,4180
0IxhmVDv,3812,2551,270,2022,141,1285,4648,968,2754,552,3942,1569,5646,444,5151,5541,373,4036,1138,3497
0J2aSlNo,1730,513,3234,1092,2998,1558,484,1285,5672,1472,2789,2290,1339,3158,477,4702,3124,1524,3085,5904
0JBwlLg5,5540,5226,1282,3349,1486,5839,1244,3863,3612,5379,1212,2068,4272,5891,5789,4731,5060,2266,4901,1394
0JMdqGUN,409,36,5788,3448,409,361,488,3274,4274,5252,1289,3448,752,5132,5616,2112,3548,3041,3491,5735
0JYWnkKv,3812,2406,5921,2465,3369,1778,4109,3049,2683,150,5259,784,4528,3679,1712,381,683,544,3592,915
0JepAxY1,2509,2596,4574,4031,4331,1983,40,130,5112,2596,3322,1073,3587,5706,5155,5099,1748,2463,2881,480
0JlSXE8R,4796,1053,1394,948,2915,5049,4243,2915,373,1015,4233,2078,1394,4251,3699,2429,3773,4079,141,1804
